,Name,Alcohol,Size,Price,Price_per_liter,Alcohol_per_euro_per_liter
0,Aroa Jauna 2019,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,D'Arenberg The Stump Jump GSM 2017,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Patrocinio Sancho Garcés Crianza 2018,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Cellier des Dauphins Réserve Intense Côtes du Rhône Villages 2019,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Nugan Alfredo Passo Appassimento 2018,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Piedemonte Grandes Tierras 2016,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Honoro Vera Monastrell Organic 2022,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Matsu El Picaro 2022,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,The Golden Stallion Organic Monastrell 2022,14.5,0.75,12.98,17.30666666666667,0.8378274268104776
0,Tommasi Valpolicella 2022 hanapakkaus,12.0,3.0,42.99,14.33,0.837404047452896
0,Dark Horse Buttery Chardonnay 2021 kartonkitölkki,14.5,0.75,12.99,17.32,0.8371824480369515
0,Saku Orginaal tölkki,4.6,0.5,2.75,5.5,0.8363636363636363
0,Indomita Gran Reserva Rose Pinot Noir 2019,12.5,0.75,11.21,14.946666666666667,0.8363068688670829
0,Plantation Barbados Grande Reserve,40.0,0.7,33.49,47.84285714285715,0.8360704687966556
0,Glen Talloch 8 Year Old Blended Malt,40.0,0.7,33.50,47.85714285714286,0.835820895522388
0,Berris Sour Vadelma-Karpalo muovipullo,15.0,0.5,8.98,17.96,0.8351893095768373
0,Gin Lemon Pink Grapefruit muovipullo,16.0,0.5,9.58,19.16,0.8350730688935282
0,Martini Bianco,15.0,1.0,17.98,17.98,0.8342602892102335
0,Barracuda Pineapple Spiced,30.0,0.5,17.98,35.96,0.8342602892102335
0,Martini Rosso,15.0,1.0,17.98,17.98,0.8342602892102335
0,Martini Extra Dry,15.0,1.0,17.98,17.98,0.8342602892102335
0,Lignell & Piispanen Kova Tee,30.0,0.5,17.98,35.96,0.8342602892102335
0,Jaloviina Tammi,41.7,0.7,34.99,49.985714285714295,0.8342383538153757
0,Valhalla,35.0,0.5,20.98,41.96,0.8341277407054337
0,Anciano 35 Year Old Vines Garnacha  2020,15.0,0.75,13.49,17.986666666666668,0.8339510748702742
0,The Famous Grouse Bourbon Cask,40.0,0.7,33.58,47.971428571428575,0.8338296605122096
0,Jameson muovipullo,40.0,0.5,23.99,47.98,0.8336807002917883
0,Sandels A 8-pack tölkki,5.3,2.64,16.80,6.363636363636363,0.8328571428571429
0,Sandels A tölkki,5.3,0.33,2.10,6.363636363636363,0.8328571428571429
0,Black Tower Classic Riesling 2022,12.5,0.75,11.28,15.04,0.8311170212765958
0,Henkell Trocken,11.5,0.75,10.38,13.840000000000002,0.8309248554913293
0,Santerra Mellow & Sweet 2022,10.5,0.75,9.48,12.64,0.8306962025316456
0,Indomita Gran Reserva Viognier 2019,13.5,0.75,12.20,16.266666666666666,0.8299180327868853
0,Montalto Passivento Rosso 2021,13.5,0.375,6.10,16.266666666666666,0.8299180327868853
0,Jim Beam,40.0,0.2,9.64,48.2,0.8298755186721991
0,Scandinavian Laku Shot muovipullo,21.0,0.5,12.66,25.32,0.8293838862559242
0,Jack Daniel's Rye,45.0,0.7,37.98,54.25714285714285,0.8293838862559242
0,Castelvecchio Vino Bianco,11.0,0.75,9.95,13.266666666666666,0.8291457286432161
0,The Famous Grouse Sherry Cask Finish,40.0,0.7,33.78,48.25714285714286,0.8288928359976316
0,Tsantali Retsina,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,LAB Vinho Verde White 2019,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,Astoria Sushi Sparkling Extra Brut,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,Belvino Vino Rosé Extra Dry,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,LAB Vinho Verde Rose 2021,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,San Valentin Parellada 2022,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,C'est Moi Colombard Sauvignon,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,Rosière Dry,11.0,0.75,9.98,13.306666666666667,0.8266533066132264
0,Molinari Sambuca Extra,38.0,0.5,22.99,45.98,0.8264462809917356
0,Fair. Belize Rum,40.0,0.7,33.88,48.400000000000006,0.8264462809917354
0,Fireball,33.0,0.5,19.98,39.96,0.8258258258258258
0,Saku Tume tölkki,6.7,0.33,2.68,8.121212121212121,0.8250000000000001
0,Gotto d'Oro Frascati Secco 2020,12.0,0.75,10.91,14.546666666666667,0.8249312557286893
0,Aura Bock tölkki,6.5,0.5,3.94,7.88,0.8248730964467005
0,Peñasol Sangria kartonkitölkki,7.0,1.0,8.49,8.49,0.8244994110718492
0,Peñasol Sangria White kartonkitölkki,7.0,1.0,8.49,8.49,0.8244994110718492
0,Torres 15 Brandy,40.0,0.7,33.98,48.542857142857144,0.824014125956445
0,KWV Big Bill White 2019,13.5,0.75,12.29,16.386666666666667,0.823840520748576
0,La Miranda de Secastilla Garnacha Blanca 2020,13.5,0.75,12.29,16.386666666666667,0.823840520748576
0,Fritz Walter Grauer Burgunder Trocken 2022,12.5,0.75,11.39,15.186666666666667,0.8230904302019315
0,Zensa Pinot Grigio Organico 2022,12.5,0.75,11.39,15.186666666666667,0.8230904302019315
0,Hans Baer Dornfelder Glühwein,11.5,0.75,10.48,13.973333333333334,0.8229961832061068
0,Charles de Fère Blanc de Blanc Brut,11.5,0.75,10.48,13.973333333333334,0.8229961832061068
0,Karhu 4,4.6,0.5,2.80,5.6,0.8214285714285714
0,Citadelle Original Dry Gin,44.0,0.7,37.50,53.57142857142858,0.8213333333333332
0,Castano Ecologico Macabeo,12.0,0.75,10.96,14.613333333333335,0.8211678832116788
0,Olvi Export A 18-pack tölkki,5.2,5.94,37.62,6.333333333333332,0.8210526315789476
0,Karjala IV A 8-pack tölkki,5.2,2.64,16.72,6.333333333333333,0.8210526315789475
0,Olvi Export A 8-pack tölkki,5.2,2.64,16.72,6.333333333333333,0.8210526315789475
0,Karjala A tölkki,5.2,0.33,2.09,6.333333333333333,0.8210526315789475
0,Aura tölkki,5.2,0.33,2.09,6.333333333333333,0.8210526315789475
0,Olvi Export A tölkki,5.2,0.33,2.09,6.333333333333333,0.8210526315789475
0,The Mooring Pinotage 2022,14.0,0.75,12.79,17.05333333333333,0.8209538702111026
0,Campo Viejo Crianza 2018,14.0,0.75,12.79,17.05333333333333,0.8209538702111026
0,Jahti Yrttisnapsi muovipullo,32.0,0.2,7.80,39.0,0.8205128205128205
0,Lamberti Pinot Grigio Ca' Preella 2022,12.0,0.75,10.97,14.626666666666667,0.8204193254329991
0,Lindemans Bin 65 Chardonnay 2022,13.0,0.75,11.89,15.853333333333333,0.8200168208578638
0,Lindeman's Organics Tempranillo 2021,13.0,0.75,11.89,15.853333333333333,0.8200168208578638
0,Sogatia Chianti Riserva 2019,13.0,0.75,11.89,15.853333333333333,0.8200168208578638
0,Viña Maipo Moscato,8.5,0.75,7.78,10.373333333333333,0.8194087403598972
0,Get Lost Chenin Blanc 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Lamura Pinot Grigio Organic 2021,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Lahofer Veltlínské Zelené 2018,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Codorníu Clásico Rosado Cava Brut,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Casa Charlize Floreale Pinot Grigio 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Adobe Reserva Rosé 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Yellow Tail Jammy Red Roo,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Amore Mio Organic Rosato 2020,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Les Dauphins Rosé 2021,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Cono Sur Bicicleta Riesling 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,KWV Classic Collection Moscato 2021,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Johann Baptist Dietrich Riesling Extra Trocken 2021,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,De Bortoli DB Gewürztraminer Riesling 2021,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Devil's Rock Riesling 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Rabo de Galo White 2022,12.0,0.75,10.99,14.653333333333334,0.818926296633303
0,Lignell & Piispanen Kuopio Wine,15.0,0.75,13.74,18.32,0.8187772925764192
0,Fords London Dry Gin,45.0,0.7,38.49,54.985714285714295,0.8183943881527668
0,The Busker Triple Cask Triple Smooth,40.0,0.7,34.25,48.92857142857143,0.8175182481751825
0,Zenato Bardolino hanapakkaus,12.5,3.0,45.90,15.299999999999999,0.8169934640522877
0,Dupuy VS muovipullo,40.0,0.5,24.48,48.96,0.8169934640522876
0,Stella Artois tölkki,5.0,0.5,3.06,6.12,0.8169934640522876
0,Rivière du Mât Arrangé Ananas,35.0,0.7,29.99,42.84285714285714,0.8169389796598866
0,Rivière du Mât Arrangé Vanille,35.0,0.7,29.99,42.84285714285714,0.8169389796598866
0,Gato Negro Cabernet Sauvignon 2021 muovipullo,13.0,0.25,3.98,15.92,0.8165829145728644
0,Gato Negro Pinot Noir 2021 muovipullo,13.0,0.25,3.98,15.92,0.8165829145728644
0,Kein Name Grüner Veltliner Trocken 2022,12.5,0.75,11.49,15.32,0.8159268929503917
0,Kendermanns Classic Riesling 2022,12.5,0.75,11.49,15.32,0.8159268929503917
0,Pasqua Villa Borghetti Bardolino Classico 2022,12.5,0.75,11.49,15.32,0.8159268929503917
0,Llai Llai Pinot Grigio 2019,12.5,0.75,11.49,15.32,0.8159268929503917
0,Lergenmüller Grauer Burgunder Trocken 2021,12.5,0.75,11.49,15.32,0.8159268929503917
0,Mille Bisous XXX 2019,12.5,0.75,11.49,15.32,0.8159268929503917
0,Triade della Campania 2021,12.5,0.75,11.49,15.32,0.8159268929503917
0,William Robertson Chardonnay 2022,12.5,0.75,11.49,15.32,0.8159268929503917
0,Running Duck Sauvignon Blanc 2021,12.5,0.75,11.49,15.32,0.8159268929503917
0,Hardys Crest Cabernet Shiraz Merlot 2020,14.0,0.75,12.88,17.173333333333336,0.8152173913043477
0,Diesel Peppermint,20.0,0.2,4.91,24.55,0.8146639511201629
0,M. Chapoutier La Ciboise Costières de Nîmes 2019,14.0,0.75,12.89,17.186666666666667,0.8145849495733126
0,Trollberry Merry Cranberry,15.0,0.7,12.89,18.414285714285715,0.8145849495733126
0,Famiglia Bianchi Chardonnay 2019,14.0,0.75,12.89,17.186666666666667,0.8145849495733126
0,JP. Chenet Cabernet Syrah 2020,13.0,0.25,3.99,15.96,0.8145363408521303
0,Casillero del Diablo Chardonnay 2021,13.0,0.25,3.99,15.96,0.8145363408521303
0,A. Le Coq Porter,6.5,0.5,3.99,7.98,0.8145363408521303
0,Black Tower Rivaner 2022 hanapakkaus,9.5,3.0,34.99,11.663333333333334,0.8145184338382394
0,Gubernija Unfiltered Lager tölkki,5.0,0.568,3.49,6.1443661971831,0.8137535816618909
0,Esquinas Pinot Grigio Cool Climate Selection 2018,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Pinot Noir For You And For Me,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Castaño Vertis 2020,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Raimat Castell Chardonnay Organic 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Girl With A Pearl Earring Merlot 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Spier Signature Chardonnay Pinot Noir Rosé 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Gustave Lorentz Sylvaner Réserve 2020,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,19 Crimes The Deported Coffee Red,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Running Duck Shiraz 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Dark Rosé by Tuure Boelius 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Cono Sur Bicicleta Riesling Viognier Gewürztraminer 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Crudo Rosato Nerello Mascalese Organic 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Bonpas Légende de Bonpas Luberon 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Portada Reserva Red 2020,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Piccini Cosi Chianti 2020,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Sibaris Special Edition Single Vineyard Las Gaviotas Riesling 2018,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Nett Paranoia Pinot Noir,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Bajel Pirata Monastrell 2020,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Santa Rita 120 Merlot 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Castillo de Molina Gran Reserva Sauvignon Blanc 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Viva Valentina Organic Pinot Grigio 2020 hanapakkaus,13.0,1.5,23.98,15.986666666666666,0.8131776480400333
0,Laroche Chardonnay L 2022,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Viva Valentina Organic Sangiovese 2022 hanapakkaus,13.0,1.5,23.98,15.986666666666666,0.8131776480400333
0,Escada Touriga Nacional 2021,13.0,0.75,11.99,15.986666666666666,0.8131776480400333
0,Swing Grapefruit Strong Long Drink muovipullo,8.0,0.75,7.38,9.84,0.8130081300813008
0,Saltkis Suolakaramelli Shotti,18.0,0.7,15.50,22.142857142857146,0.8129032258064515
0,Jim Beam Rye,40.0,0.7,34.46,49.228571428571435,0.8125362739408009
0,Havana Club Añejo 7 Años,40.0,0.7,34.48,49.25714285714285,0.8120649651972158
0,Arbellot VS,40.0,0.7,34.48,49.25714285714285,0.8120649651972158
0,Swing Mixx Strong Cider muovipullo,8.0,0.75,7.39,9.853333333333333,0.8119079837618403
0,Swing Dry Apple Strong Cider muovipullo,8.0,0.75,7.39,9.853333333333333,0.8119079837618403
0,Swing Light Perry Strong Cider muovipullo,8.0,0.75,7.39,9.853333333333333,0.8119079837618403
0,Swing Light Apple Strong Cider muovipullo,8.0,0.75,7.39,9.853333333333333,0.8119079837618403
0,Pernod,40.0,0.7,34.49,49.27142857142858,0.8118295158016815
0,Dominio De La Granadilla Verdejo Orgánico 2022,13.5,0.75,12.48,16.64,0.8112980769230769
0,Miopasso Grillo Appassimento 2021,13.5,0.75,12.48,16.64,0.8112980769230769
0,Santa Inés Organic Cabernet Malbec Carmenère hanapakkaus,13.5,1.5,24.97,16.646666666666665,0.8109731678013617
0,Hewitson The Adventures of Miss Harry Shiraz 2022 hanapakkaus,13.5,1.5,24.98,16.653333333333332,0.8106485188150521
0,Mirabeau Prêt à Porter 2019 tölkki,13.0,0.25,4.01,16.04,0.8104738154613467
0,Undurraga Sibaris Pinot Noir 2022 hanapakkaus,13.5,1.5,24.99,16.66,0.8103241296518607
0,Piedemonte Cuatro Tierras 2019,14.0,0.375,6.48,17.28,0.8101851851851851
0,Retsina Malamatina,11.0,0.5,6.79,13.58,0.8100147275405007
0,Grover Chenin Blanc 2017,13.5,0.75,12.50,16.666666666666668,0.8099999999999999
0,Gammel Dansk muovipullo,38.0,0.5,23.48,46.96,0.8091993185689949
0,Castaño GSM,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Juan Gil Moscatel 2018,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Aranleón Blés Roble 2020,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Kaiken Cabernet Sauvignon 2021,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Nero Grande Collezione Privata Zinfandel 2021,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Zensa Primitivo Organico 2022,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Nederburg Cabernet Sauvignon 2020,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Castano Hecula Tinto Monastrell,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Piqueras Old Vines Garnacha 2018,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Dezzani Albarossa 2020,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Villa Puccini Governo all'Uso Toscano 2021,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Hans Baer Riesling 2021 muovipullo,10.5,1.0,12.98,12.98,0.8089368258859784
0,Crudo Nero d'Avola Cabernet Sauvignon 2021,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Hamina Tattoo Punaviini 2022,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,2U Duas Uvas Premium 2019,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Cousiño-Macul Chardonnay 2022,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Cameleon Organic Cabernet Sauvignon 2022,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Dezzani La Vecchia Via Red 2016,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Roodeberg Red 2021,14.0,0.75,12.98,17.30666666666667,0.8089368258859784
0,Isolabella Limoncello,30.0,0.7,25.98,37.114285714285714,0.8083140877598153
0,Carillo Herbs & Salmiac muovipullo,21.0,0.5,12.99,25.98,0.8083140877598153
0,Moshi Moshi Organic Red,14.0,0.75,12.99,17.32,0.8083140877598153
0,Gammel Reserve Aquavit,41.5,0.5,25.68,51.36,0.8080218068535826
0,Ruppertsberger R Riesling Organic 2022,12.5,1.0,15.48,15.48,0.8074935400516796
0,Sierra Tequila Gold,38.0,0.7,32.95,47.07142857142858,0.8072837632776934
0,Sierra Tequila Blanco,38.0,0.7,32.95,47.07142857142858,0.8072837632776934
0,Tania hanapakkaus,8.5,3.0,31.59,10.53,0.8072174738841406
0,Riesling Dry Msl 2022,11.5,0.75,10.69,14.253333333333332,0.8068288119738074
0,Casa Santos Lima Gran Fortissimo 2019,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Casa Marrone Appassimento Bianco Organic 2020,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Basson SMG 2021,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Juan Gil Monastrell 2021,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Santa Carolina Assemblage Special Edition 2018,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Babylon's Peak Shiraz Grenache 2021,14.5,0.75,13.49,17.986666666666668,0.8061527057079317
0,Lahden Erikois Pacific Coast IPA tölkki,5.3,0.5,3.29,6.58,0.8054711246200608
0,Teisnacher Hell,4.8,0.5,2.98,5.96,0.8053691275167785
0,Black Bottle,40.0,0.7,34.79,49.7,0.8048289738430583
0,G Glögi Suklaa & Appelsiini,15.0,0.75,13.98,18.64,0.8047210300429184
0,Tio Toto Medium Sweet Sherry,15.0,0.75,13.99,18.653333333333332,0.8041458184417442
0,Flor de Morca Garnacha 2022,15.0,0.75,13.99,18.653333333333332,0.8041458184417442
0,Gassier Coteaux d'Aix-en-Provence Organic 2021 hanapakkaus,12.5,2.25,34.98,15.546666666666665,0.8040308747855919
0,La Fée Absinthe Supérieure,68.0,0.2,16.92,84.60000000000001,0.8037825059101654
0,Aecht Schlenkerla Eiche,8.0,0.5,4.98,9.96,0.8032128514056224
0,Karmeliten Kloster Doppelbock,8.0,0.5,4.98,9.96,0.8032128514056224
0,Kein Name Burgenland Sauvignon Blanc 2022 hanapakkaus,11.5,1.5,21.48,14.32,0.803072625698324
0,Botran 8,40.0,0.7,34.89,49.84285714285715,0.8025222126683863
0,Diplomático Mantuano,40.0,0.7,34.90,49.85714285714286,0.8022922636103151
0,Soerlie VS,40.0,1.0,49.89,49.89,0.8017638805371818
0,Laplandia  Vodka,40.0,0.2,9.98,49.9,0.8016032064128257
0,Jaloviina*** muovipullo,40.0,0.2,9.98,49.9,0.8016032064128257
0,Wente Central Coast Chardonnay 2021 hanapakkaus,13.5,2.25,37.90,16.844444444444445,0.8014511873350924
0,Freixenet Rosado 2019,12.0,0.75,11.24,14.986666666666666,0.800711743772242
0,Freixenet Sauvignon Blanc 2020,12.0,0.75,11.24,14.986666666666666,0.800711743772242
0,Bols Butterscotch,24.0,0.5,14.99,29.98,0.800533689126084
0,Corvers Kauter R3 Rheingau Riesling Remastered 2022 hanapakkaus,12.0,2.0,29.98,14.99,0.800533689126084
0,Jalokahvi Tumma Paahto muovipullo,28.0,0.5,17.49,34.98,0.8004574042309892
0,Jalokahvi muovipullo,28.0,0.5,17.49,34.98,0.8004574042309892
0,Bombay Sapphire London Dry Gin,40.0,0.7,34.98,49.97142857142857,0.8004574042309892
0,Sailor Jerry Spiced,40.0,0.7,34.98,49.97142857142857,0.8004574042309892
0,Bacardi Reserva Ocho,40.0,0.7,34.98,49.97142857142857,0.8004574042309892
0,Reviseur VS,40.0,1.0,49.98,49.98,0.8003201280512205
0,Soerlie VS muovipullo,40.0,0.5,24.99,49.98,0.8003201280512205
0,Metaxa 7 Stars,40.0,0.7,34.99,49.985714285714295,0.800228636753358
0,D Argentum Dild Aquavit,40.0,0.5,25.00,50.0,0.8
0,Steinschaden Grüner Veltliner Engabrunn 2022,13.0,0.75,12.19,16.253333333333334,0.7998359310910582
0,Lomond Sauvignon Blanc 2018,13.0,0.75,12.20,16.266666666666666,0.7991803278688525
0,Alvariini Punaisen Tuvan Marjaviini,13.0,0.75,12.21,16.28,0.7985257985257985
0,Black Tower Dornfelder Pinot Noir 2022,12.0,0.75,11.28,15.04,0.797872340425532
0,Francisco Gomez Eko Red,13.5,0.75,12.69,16.919999999999998,0.797872340425532
0,Kein Name Rheinhessen Riesling Trocken,12.0,0.75,11.28,15.04,0.797872340425532
0,Leib Wächter Herbal Elixir,35.0,0.5,21.95,43.9,0.7972665148063781
0,Jules Gautret VS muovipullo,40.0,0.5,25.13,50.26,0.7958615200955034
0,Saku Antvärk IPA tölkki,6.0,0.33,2.49,7.545454545454546,0.7951807228915663
0,Irrepetible de Altolandon 2016,14.0,0.75,13.21,17.613333333333333,0.7948523845571537
0,Kleine Zalze Vineyard Selection Shiraz Mourvèdre Viognier 2016,14.5,0.75,13.69,18.253333333333334,0.7943754565376187
0,Hetényi Tábornok Kékfrankos 2017,14.5,0.75,13.70,18.266666666666666,0.7937956204379563
0,Hunawihr Riesling Réserve 2021,13.0,0.75,12.29,16.386666666666667,0.7933279088689992
0,Convento da Gloria Tinta Roriz 2022,13.0,0.75,12.30,16.400000000000002,0.7926829268292682
0,Messias Porto Ruby,19.0,0.75,17.98,23.973333333333333,0.792547274749722
0,Two Oceans Lightkeeper Rosé 2021,9.5,0.75,8.99,11.986666666666666,0.792547274749722
0,Two Oceans Lightkeeper White  2021,9.5,0.75,8.99,11.986666666666666,0.792547274749722
0,Liisa Kuningatar Mansikka,5.5,1.0,6.94,6.94,0.7925072046109509
0,Trois Citrus,40.0,0.7,35.35,50.50000000000001,0.792079207920792
0,Bohemia Regent Prezident tölkki,6.0,0.5,3.79,7.58,0.7915567282321899
0,Sound of Wine Demi-Sec,11.5,0.75,10.90,14.533333333333333,0.7912844036697247
0,Jaume Serra Rosado Cava Brut,11.5,0.75,10.90,14.533333333333333,0.7912844036697247
0,La Brava Cava Semi Seco Organic,11.5,0.75,10.90,14.533333333333333,0.7912844036697247
0,Loimu Luomuglögi,10.0,0.75,9.48,12.64,0.7911392405063291
0,Ksarak,53.0,0.7,46.90,67.0,0.7910447761194029
0,Casa Silva Carmenère Reserva 2022,14.0,0.75,13.28,17.706666666666667,0.7906626506024096
0,Vilma Verigreippi muovipullo,15.0,0.5,9.49,18.98,0.7903055848261328
0,Suomi Shotti Inkivääri-Lakritsi muovipullo,18.0,0.35,7.98,22.800000000000004,0.7894736842105262
0,Monopol VS,40.0,0.7,35.48,50.68571428571428,0.7891770011273957
0,Gatão Rosé,10.5,0.75,9.98,13.306666666666667,0.7890781563126252
0,Murviedro Coleccion Tempranillo 2021,13.0,0.1875,3.09,16.48,0.7888349514563107
0,Bayou Spiced,40.0,0.7,35.50,50.714285714285715,0.7887323943661971
0,Patriarche Pinot Noir 2021,12.5,0.75,11.89,15.853333333333333,0.7884777123633305
0,Santa Vittoria Max Langhe Rosato  2019,12.5,0.75,11.89,15.853333333333333,0.7884777123633305
0,Pipar Organic Chilli Vodka,40.0,0.5,25.37,50.74,0.7883326763894363
0,Liisa Mansikka & Sitruuna kartonkitölkki,5.5,1.0,6.98,6.98,0.7879656160458453
0,Bulleit Bourbon,45.0,0.7,39.98,57.114285714285714,0.7878939469734868
0,Veterano Solera Reserva,36.0,0.7,31.99,45.7,0.787746170678337
0,Jean Pierre Classique Dry,11.0,0.75,10.48,13.973333333333334,0.7872137404580152
0,Stroh Rum Punsch,25.0,0.5,15.89,31.78,0.7866582756450597
0,Wild Turkey 101,50.5,0.7,44.95,64.21428571428572,0.78642936596218
0,Willowglen Gewürztraminer Riesling 2021,11.5,0.75,10.97,14.626666666666667,0.7862351868732907
0,Pata Negra Rose Cava Brut,11.5,0.75,10.98,14.64,0.78551912568306
0,Bitchy Blend 2022,11.5,0.75,10.98,14.64,0.78551912568306
0,Maison du Vin Chardonnay 2021,13.5,0.75,12.89,17.186666666666667,0.7854926299456944
0,Mielensäpahoittajan Parempi Punainen 2021,13.5,0.75,12.89,17.186666666666667,0.7854926299456944
0,Mayu Rose 2022,13.5,0.75,12.90,17.2,0.7848837209302326
0,Val d'Oca Specchio Spumante Extra Dry,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Yellow Tail Sauvignon Blanc 2022,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Jaume Serra Organic Cava Brut,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Monistrol Selección Especial Cava Brut,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Yellow Tail Pinot Grigio 2022,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Yalumba Y Series Sangiovese Rose,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Catch & Release Organic Sauvignon Blanc 2020 kartonkitölkki,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Codorníu Clásico Cava Sec Organic,11.5,0.75,10.99,14.653333333333334,0.7848043676069153
0,Alexander Grappa Prosecco,38.0,0.7,33.90,48.42857142857143,0.7846607669616519
0,Boulard Grand Solage Calvados,40.0,0.5,25.49,50.98,0.7846214201647705
0,Shaman's Bilberry Vodka,37.5,0.7,33.48,47.82857142857143,0.7840501792114696
0,Glendalough Double Barrel Single Grain,42.0,0.7,37.50,53.57142857142858,0.7839999999999999
0,Cavit Sanvigilio Chardonnay 2022,12.0,0.375,5.74,15.306666666666667,0.7839721254355401
0,Saltkis Salty Caramel & Choco Cookie Shot muovipullo,18.0,0.5,11.48,22.96,0.7839721254355401
0,Budejovický Budvar tölkki,5.0,0.5,3.19,6.38,0.7836990595611285
0,Black Tower Riesling Gewürztraminer 2022,12.0,0.75,11.49,15.32,0.783289817232376
0,Itinera Müller-Thurgau 2021,12.0,0.75,11.49,15.32,0.783289817232376
0,Fortant de France Merlot Rosé 2019,12.0,0.75,11.49,15.32,0.783289817232376
0,Kein Name Zweigelt Rosé Trocken,12.0,0.75,11.49,15.32,0.783289817232376
