,Name,Alcohol,Size,Price,Price_per_liter,Alcohol_per_euro_per_liter
0,Bio Logico Organic Tempranillo 2021 hanapakkaus,14.0,3.0,32.99,10.997,1.273
0,Juhla Glögi,20.0,0.75,11.79,15.72,1.272
0,Pukki Glögi Luomu,15.0,0.75,8.89,11.853,1.266
0,U/B Botane Rosé 2022 kartonkitölkki,12.5,1.0,9.88,9.88,1.265
0,Viña Albali Organic Tempranillo 2021 hanapakkaus,13.0,3.0,30.99,10.33,1.258
0,Gosa Organic Monastrell 2021 hanapakkaus,14.0,3.0,33.49,11.163,1.254
0,Valdemar muovipullo,15.0,0.75,8.98,11.973,1.253
0,Doris muovipullo,15.0,0.75,8.98,11.973,1.253
0,Minty Icy Strawberry,25.0,0.5,9.98,19.96,1.253
0,Zafaria Winemakers Blend Chenin Blanc 2023 kartonkitölkki,12.5,1.0,9.98,9.98,1.253
0,Don Opas 2022,12.5,0.75,7.49,9.987,1.252
0,Crazy Cat Chenin Blanc 2023 hanapakkaus,12.5,3.0,29.98,9.993,1.251
0,Galodoro Winemaker's Red hanapakkaus,12.5,3.0,29.98,9.993,1.251
0,Lobetia Organic Rosé 2021 kartonkitölkki,12.5,1.0,9.99,9.99,1.251
0,Woodie Rosé 2021 hanapakkaus,12.5,3.0,29.98,9.993,1.251
0,Pop Up Season Chardonnay 2021 kartonkitölkki,12.5,1.0,9.99,9.99,1.251
0,2u Duas Uvas 2021 hanapakkaus,13.5,3.0,32.48,10.827,1.247
0,Castillo de Gredos Blanco hanapakkaus,12.0,3.0,28.89,9.63,1.246
0,Tarapacá Santa Cecilia Merlot Carmenère 2022 hanapakkaus,13.0,3.0,31.29,10.43,1.246
0,Woodie Rosé 2022 kartonkitölkki,13.0,1.0,10.49,10.49,1.239
0,Gato Negro Cabernet Sauvignon Shiraz kartonkitölkki,13.0,1.0,10.49,10.49,1.239
0,Casa Nostra Appassimento hanapakkaus,13.0,3.0,31.48,10.493,1.239
0,Gato Negro Cabernet Sauvignon 2022 hanapakkaus,13.0,3.0,31.48,10.493,1.239
0,Curiosity Tempranillo kartonkitölkki,13.0,1.0,10.49,10.49,1.239
0,Lumoava Karpalo Luomuglögi,15.0,0.75,9.09,12.12,1.238
0,Koskenkorva Viina muovipullo,38.0,0.7,21.48,30.686,1.238
0,Laua Viin muovipullo,40.0,0.5,16.18,32.36,1.236
0,Panic Button hanapakkaus,14.0,3.0,33.98,11.327,1.236
0,Saunalahden Viina muovipullo,37.5,0.7,21.24,30.343,1.236
0,99 Rosas Organic White Wine 2022 kartonkitölkki,12.5,1.0,10.14,10.14,1.233
0,Cape Original Shiraz Cabernet Sauvignon Organic 2021 kartonkitölkki,13.5,1.0,10.98,10.98,1.23
0,Aussie Kangarouge A Rich Shiraz kartonkitölkki,13.5,1.0,10.98,10.98,1.23
0,Pirkko Shiraz 2020 kartonkitölkki,13.5,1.0,10.98,10.98,1.23
0,Fortuna muovipullo,13.5,1.0,10.98,10.98,1.23
0,Quinta da Espiga Reserva 2019 muovipullo,13.5,1.0,10.98,10.98,1.23
0,Katse La Mirada Organic Tempranillo Syrah 2022 hanapakkaus,13.5,3.0,32.99,10.997,1.228
0,Neleman Wine in Books Organic Red 2020 hanapakkaus,13.5,3.0,32.99,10.997,1.228
0,Boca Mar Tinto 2020,14.5,0.75,8.89,11.853,1.223
0,Tapio Viina muovipullo,39.0,0.5,15.94,31.88,1.223
0,Leijona Viina muovipullo,32.0,1.0,26.18,26.18,1.222
0,Sisuviina muovipullo,37.5,0.7,21.48,30.686,1.222
0,9 Lives Alluring Red Blend 2022 hanapakkaus,13.0,3.0,31.98,10.66,1.22
0,Big Mouth Sassy Red hanapakkaus,13.0,3.0,31.98,10.66,1.22
0,U by Undurraga Cabernet Sauvignon Merlot Syrah 2021 hanapakkaus,13.0,3.0,31.98,10.66,1.22
0,Petó Organic 2021 hanapakkaus,13.0,3.0,31.99,10.663,1.219
0,Hardys VR Chardonnay 2022 hanapakkaus,13.0,3.0,31.99,10.663,1.219
0,Los Molinos Tempranillo,12.5,0.75,7.69,10.253,1.219
0,Bird's Tree Red 2020 hanapakkaus,13.0,3.0,31.99,10.663,1.219
0,Vite Mia Vino Biologico Rosso 2020 hanapakkaus,13.5,3.0,33.28,11.093,1.217
0,Gambina muovipullo,21.0,0.75,12.98,17.307,1.213
0,Marabello muovipullo,15.0,0.75,9.29,12.387,1.211
0,Gato Negro Chardonnay 2023 hanapakkaus,12.5,3.0,30.99,10.33,1.21
0,Footmark Pinotage 2022,14.5,0.75,8.99,11.987,1.21
0,Viña Albali Verdejo Organic 2022 hanapakkaus,12.5,3.0,30.99,10.33,1.21
0,La Maschera Ok Rose 2020 kartonkitölkki,13.0,1.0,10.78,10.78,1.206
0,Ponte Villoni Montepulciano d'Abruzzo 2020 hanapakkaus,12.5,3.0,31.12,10.373,1.205
0,La Umbra Riesling Italico 2021 kartonkitölkki,13.0,1.0,10.81,10.81,1.203
0,Pohjan Poika Viina muovipullo,35.0,0.7,20.38,29.114,1.202
0,Grand Sud Merlot Rose 2021,12.5,1.0,10.40,10.4,1.202
0,Castillo de Gredos Blanco Organic kartonkitölkki,12.0,1.0,9.98,9.98,1.202
0,Viña Maipo Sauvignon Blanc 2021 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Frame Pinot Blanc & Riesling 2021 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Good Vibes Rosé 2021 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Gato Negro Sauvignon Blanc kartonkitölkki,12.0,1.0,9.99,9.99,1.201
0,Viña Maipo Cabernet Sauvignon 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Frontera Cabernet Sauvignon 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Frontera Chardonnay 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Sunrise Sauvignon Blanc Chardonnay 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Liisa Bobal Rosé 2021 kartonkitölkki,12.0,1.0,9.99,9.99,1.201
0,Viña Maipo Rosé 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Viña Maipo Chardonnay 2022 hanapakkaus,12.0,3.0,29.98,9.993,1.201
0,Sofia y Sebastian 2020 hanapakkaus,13.0,3.0,32.49,10.83,1.2
0,Chymos Väkevä Päärynä muovipullo,15.0,0.75,9.38,12.507,1.199
0,Maze Shiraz Cabernet Sauvignon 2021 hanapakkaus,14.5,3.0,36.30,12.1,1.198
0,Winemalia White Bear Blend Sauvignon Blanc Chardonnay 2023 hanapakkaus,12.5,3.0,31.29,10.43,1.198
0,Oranjeboom Premium Strong Beer tölkki,12.0,0.5,5.01,10.02,1.198
0,Kuronen Organic Red 2020 muovipullo,13.5,1.0,11.29,11.29,1.196
0,Gold Dust Signature Red Blend 2022 hanapakkaus,13.5,3.0,33.89,11.297,1.195
0,Versus White 2022,13.5,0.75,8.49,11.32,1.193
0,Monte dos Amigos Entertaining Red 2021,13.5,0.75,8.49,11.32,1.193
0,Turtle Dreaming 2021 hanapakkaus,13.5,3.0,33.98,11.327,1.192
0,Camden Park Cabernet Sauvignon Shiraz 2021 hanapakkaus,13.5,3.0,33.98,11.327,1.192
0,Espiritu de Chile Fresh & Fruity Sauvignon Blanc kartonkitölkki,12.5,1.0,10.49,10.49,1.192
0,Portuga Red 2021 hanapakkaus,12.5,3.0,31.48,10.493,1.191
0,Gato Negro Sauvignon Blanc 2023 hanapakkaus,12.5,3.0,31.48,10.493,1.191
0,Origin Organic Tempranillo Merlot 2021 kartonkitölkki,13.5,0.75,8.50,11.333,1.191
0,Escapada Branco 2022 hanapakkaus,12.5,3.0,31.48,10.493,1.191
0,Pearly Bay Dry White kartonkitölkki,12.0,1.0,10.08,10.08,1.19
0,Cerro Blanco kartonkitölkki,11.5,1.0,9.68,9.68,1.188
0,Chymos Vadelma Kimara muovipullo,15.0,0.75,9.48,12.64,1.187
0,Expedition Torrontés Chardonnay 2022 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Fair & Square Red 2023 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Kiroileva Viini Syrah Rosé 2023 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Espíritu de Chile Cabernet Carmenere Shiraz kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Lisbonita 2020 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Passento kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Grapeful Chardonnay Organic 2022 kartonkitölkki,13.0,1.0,10.98,10.98,1.184
0,Pirkko Rosé 2022 kartonkitölkki,13.0,1.0,10.99,10.99,1.183
0,Leva Chardonnay Dimiat & Muscat 2021 hanapakkaus,13.0,3.0,32.99,10.997,1.182
0,Inception Irresistible White Blend 2022 hanapakkaus,13.0,3.0,32.99,10.997,1.182
0,Manos Libre Viura Sauvignon Blanc Organic 2022 hanapakkaus,13.0,3.0,32.99,10.997,1.182
0,Chill Out Chardonnay Australia 2022 hanapakkaus,13.0,3.0,32.99,10.997,1.182
0,Luna Negra Chardonnay hanapakkaus,13.0,2.0,21.99,10.995,1.182
0,Campo Viejo Winemakers' Blend 2020 hanapakkaus,13.5,3.0,34.29,11.43,1.181
0,MG by MontGras Pinot Noir 2020,13.0,0.75,8.26,11.013,1.18
0,Glenwood muovipullo,40.0,1.0,33.99,33.99,1.177
0,Passi Reali Organic Passione 2021 hanapakkaus,14.5,3.0,36.98,12.327,1.176
0,Gato Negro Pinot Noir 2020 muovipullo,13.5,1.0,11.48,11.48,1.176
0,Mayu Reserva Syrah Appassimento hanapakkaus,14.5,3.0,36.98,12.327,1.176
0,Bello Organic Vino Rosso 2021 kartonkitölkki,13.5,1.0,11.48,11.48,1.176
0,Inception Deep Layered Red 2020 hanapakkaus,13.5,3.0,34.48,11.493,1.175
0,Icono Selección Especial hanapakkaus,13.5,2.0,22.98,11.49,1.175
0,Lithuanian Vodka Classic muovipullo,37.5,0.5,15.99,31.98,1.173
0,Stony Cape Chenin Blanc 2022,12.5,0.75,7.99,10.653,1.173
0,Don Simon Nature Cabernet Sauvignon,12.5,0.75,7.99,10.653,1.173
0,2u Duas Uvas Branco White 2022 hanapakkaus,12.5,3.0,31.98,10.66,1.173
0,In The Mood Chenin Blanc 2021 hanapakkaus,12.5,3.0,31.98,10.66,1.173
0,Sunrise Cabernet Sauvignon 2021,12.0,0.75,7.67,10.227,1.173
0,LAB Rose 2022 hanapakkaus,12.5,3.0,31.98,10.66,1.173
0,LAB Fresh & Fruity Branco White  2022 hanapakkaus,12.5,3.0,31.98,10.66,1.173
0,Propeller White Rum,37.5,0.5,15.99,31.98,1.173
0,Piqueras Sauvignon Verdejo 2022 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Vite Mia Biologico Bianco 2020 hanapakkaus,13.0,3.0,33.28,11.093,1.172
0,Setencostas Fresh & Fruity 2022 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Il Barone Rosso 2022 hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Alpha Chardonnay hanapakkaus,12.5,3.0,31.99,10.663,1.172
0,Quargentan Bianco kartonkitölkki,11.0,1.0,9.39,9.39,1.171
0,Massimo Grande Rosso Organic 2022 hanapakkaus,13.0,4.5,49.99,11.109,1.17
0,Juno Shiraz 2021 kartonkitölkki,14.0,1.0,11.98,11.98,1.169
0,Expedition Chardonnay 2022 muovipullo,14.0,1.0,11.98,11.98,1.169
0,Montalto Syrah 2022 muovipullo,14.0,1.0,11.98,11.98,1.169
0,Felix Solis Peñasol Semidulce Tinto kartonkitölkki,10.5,1.0,8.99,8.99,1.168
0,Felix Solis Peñasol Semidulce Blanco kartonkitölkki,10.5,1.0,8.99,8.99,1.168
0,Koskenkorva Viina 30% muovipullo,30.0,0.7,17.98,25.686,1.168
0,Long John,40.0,0.7,23.99,34.271,1.167
0,Lindeman's Bin 50 Shiraz 2021 hanapakkaus,14.0,3.0,35.99,11.997,1.167
0,Lord Calvert muovipullo,40.0,0.7,23.99,34.271,1.167
0,Nederburg Winemasters Cabernet Sauvignon 2020 hanapakkaus,14.0,3.0,35.99,11.997,1.167
0,Casas Patronales Rosia kartonkitölkki,12.5,1.0,10.71,10.71,1.167
0,A Le Coq Gold tölkki,4.7,0.33,1.33,4.03,1.166
0,A Le Coq Gold 6-pack tölkki,4.7,1.98,7.98,4.03,1.166
0,Pop Up Season Rosé kartonkitölkki,12.0,1.0,10.29,10.29,1.166
0,Leva Riesling 2022 hanapakkaus,12.0,3.0,30.89,10.297,1.165
0,Tyyne Rosé 2021 kartonkitölkki,11.5,1.0,9.87,9.87,1.165
0,Chill Out Shiraz Rosé 2022 hanapakkaus,13.0,3.0,33.49,11.163,1.165
0,Tarapacá Santa Cecilia Cabernet Sauvignon 2022,13.0,0.75,8.39,11.187,1.162
0,Esbjaerg Vodka,40.0,0.7,24.10,34.429,1.162
0,Tarapacá Santa Cecilia Chardonnay 2023,13.0,0.75,8.39,11.187,1.162
0,Tarapacá Santa Cecilia Merlot 2022,13.0,0.75,8.39,11.187,1.162
0,Hankey Bannister muovipullo,40.0,0.5,17.23,34.46,1.161
0,Quinta do Espirito Santo Red 2019 hanapakkaus,14.5,3.0,37.48,12.493,1.161
0,Two Oceans Shiraz 2022 hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Adobe Carmenere Cabernet Sauvignon 2022 hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Ricossa Barbera Nebbiolo 2022 hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Lisa 1503 Rosso D'artista hanapakkaus,13.5,3.0,34.98,11.66,1.158
0,Luna Negra Merlot hanapakkaus,13.0,2.0,22.48,11.24,1.157
0,Courriere Napoleon Finest VSOP,36.0,0.7,21.79,31.129,1.156
0,Albero Chardonnay kartonkitölkki,12.0,1.0,10.39,10.39,1.155
0,I.L.O. Organic Primitivo 2021 hanapakkaus,15.0,2.0,25.98,12.99,1.155
0,Leijona Viina,32.0,0.5,13.88,27.76,1.153
0,Highland Queen,40.0,0.7,24.28,34.686,1.153
0,Rhum Negrita Dark Signature,37.5,0.7,22.79,32.557,1.152
0,Barra Oak Bay Dark,37.5,0.7,22.79,32.557,1.152
0,Pop Up Season Sauvignon Blanc 2022 kartonkitölkki,11.5,1.0,9.99,9.99,1.151
0,LAB Reserva 2021 hanapakkaus,14.0,3.0,36.49,12.163,1.151
0,Deep Roots Rivaner 2022 kartonkitölkki,11.5,1.0,9.99,9.99,1.151
0,Hope Grand Reserve 2022 hanapakkaus,14.0,3.0,36.49,12.163,1.151
0,Magyar Fehér Bor hanapakkaus,11.5,3.0,29.98,9.993,1.151
0,Pearly Bay Dry White hanapakkaus,12.0,3.0,31.29,10.43,1.151
0,Sam Barton 5 Years Old,40.0,0.7,24.35,34.786,1.15
0,Pata Negra Tempranillo Barrel Aged 2021 hanapakkaus,13.0,3.0,33.98,11.327,1.148
0,JP. Chenet Cabernet Syrah 2022 hanapakkaus,13.0,3.0,33.98,11.327,1.148
0,Gato Negro Cabernet Sauvignon 2023,13.0,0.75,8.49,11.32,1.148
0,Murviedro Eko Monastrell 2021,13.0,0.75,8.49,11.32,1.148
0,Santa Helena Varietal Cabernet Sauvignon 2023,13.0,0.75,8.49,11.32,1.148
0,Tommolo Organic Montepulciano d'Abruzzo 2021 hanapakkaus,13.0,3.0,33.98,11.327,1.148
0,Casillero del Diablo Malbec 2022 hanapakkaus,13.0,3.0,33.98,11.327,1.148
0,Cerro Rosé kartonkitölkki,13.0,1.0,11.33,11.33,1.147
0,Chill Out Shiraz Cabernet Sauvignon Australia 2021 kartonkitölkki,14.5,0.75,9.49,12.653,1.146
0,Zensa Rosso Organico 2022 hanapakkaus,14.0,3.0,36.68,12.227,1.145
0,Evergreen Touch of Nature Monastrell Organic 2022 muovipullo,14.5,1.0,12.66,12.66,1.145
0,Koskenkorva Viina,38.0,0.5,16.59,33.18,1.145
0,Koskenkorva Spirit Drink Organic muovipullo,24.0,1.0,20.98,20.98,1.144
0,Essence Organic Rosé 2021 hanapakkaus,12.0,3.0,31.48,10.493,1.144
0,Wine Tunes Rock'n Riesling 2022 kartonkitölkki,12.0,1.0,10.49,10.49,1.144
0,Gilbey's Gin,37.5,0.7,22.98,32.829,1.142
0,Frontera White Blend 2022,12.0,0.75,7.88,10.507,1.142
0,Saaremaa Ore Gin,37.5,0.7,22.98,32.829,1.142
0,Viru Valge Vodka,40.0,0.7,24.56,35.086,1.14
0,Hehkuviini,22.0,0.75,14.49,19.32,1.139
0,Los Molinos Airén-Verdejo,12.0,0.75,7.90,10.533,1.139
0,Dry Vodka muovipullo,40.0,0.7,24.58,35.114,1.139
0,Riesberg Premium Riesling 2020 hanapakkaus,11.0,3.0,28.98,9.66,1.139
0,The Wanted Zin 2021 hanapakkaus,14.0,3.0,36.89,12.297,1.138
0,Silver Dry Gin muovipullo,39.0,0.7,23.98,34.257,1.138
0,Fair & Square White 2023 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Aussie Great White Chardonnay kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Casas Patronales Crisp hanapakkaus,12.5,3.0,32.95,10.983,1.138
0,Blossom Rosé 2022 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Espiritu de Chile Viajero Rose 2022 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Beehive VSOP muovipullo,40.0,0.5,17.58,35.16,1.138
0,Pirkko Sauvignon Blanc 2022 kartonkitölkki,12.5,1.0,10.98,10.98,1.138
0,Suomi Viina muovipullo,32.0,0.35,9.85,28.143,1.137
0,Wolf Blass Red Label Shiraz Merlot Durif 2021 hanapakkaus,14.0,3.0,36.98,12.327,1.136
0,Pop Up Season Organic Red 2021 muovipullo,13.5,1.0,11.88,11.88,1.136
0,Raimat Abadía Cabernet Sauvignon Tempranillo Organic 2021 hanapakkaus,14.0,3.0,36.98,12.327,1.136
0,The Sugar Skull 2021 kartonkitölkki,11.0,1.0,9.68,9.68,1.136
0,The Claymore,40.0,0.7,24.69,35.271,1.134
0,Ron Cabana Blanco muovipullo,37.5,0.7,23.15,33.071,1.134
0,Highland Reserve,40.0,0.7,24.69,35.271,1.134
0,Santa Helena White Blend 2022 muovipullo,13.0,1.0,11.48,11.48,1.132
0,Rhum Negrita White Signature,37.5,0.7,23.20,33.143,1.131
0,Camden Park Shiraz Petit Verdot Cabernet Sauvignon 2021 kartonkitölkki,13.0,1.0,11.50,11.5,1.13
0,Murviedro Planet B Bobal Tempranillo Organic 2022,14.0,0.75,9.29,12.387,1.13
0,Paras Viini Ikinä 2023 hanapakkaus,13.5,3.0,35.84,11.947,1.13
0,Porta 6 Tinto 2019 hanapakkaus,13.5,3.0,35.86,11.953,1.129
0,Je Suis Rouge 2020 muovipullo,13.5,1.0,11.97,11.97,1.128
0,Hilly Red Cuvée 2019 muovipullo,13.5,1.0,11.98,11.98,1.127
0,Katse Organic Tempranillo 2022 muovipullo,13.5,1.0,11.98,11.98,1.127
0,Pop Up Season Cabernet Sauvignon Syrah Rosé  2023 muovipullo,13.5,1.0,11.98,11.98,1.127
0,Jammy Jam Red 2021,15.0,0.75,9.98,13.307,1.127
0,Adobe Merlot Cabernet Sauvignon Syrah 2022 viinipussi,13.5,1.5,17.99,11.993,1.126
0,Expedition Cabernet Sauvignon 2022 kartonkitölkki,13.5,1.0,11.99,11.99,1.126
0,Frontera Tempranillo 2021 viinipussi,13.5,1.5,17.99,11.993,1.126
0,Katse Organic Red Blend 2021,13.5,0.75,8.99,11.987,1.126
0,Last Mandarin muovipullo,15.0,0.75,9.99,13.32,1.126
0,Last Mango muovipullo,15.0,0.75,9.99,13.32,1.126
0,2u Duas Uvas 2021,13.5,0.75,8.99,11.987,1.126
0,Last Pineapple muovipullo,15.0,0.75,9.99,13.32,1.126
0,Viña Maipo Chardonnay 2022,12.0,0.75,7.99,10.653,1.126
0,Frontera Chardonnay 2022,12.0,0.75,7.99,10.653,1.126
0,Graffigna Elixio Cabernet Sauvignon 2022,13.5,0.75,8.99,11.987,1.126
0,Adobe Organic Chardonnay 2023 viinipussi,13.5,1.5,17.99,11.993,1.126
0,Epicuro Rosso 2019,13.5,0.75,8.99,11.987,1.126
0,Cono Sur Tocornal Cabernet Sauvignon 2021,12.0,0.75,7.99,10.653,1.126
0,Viña Maipo Cabernet Sauvignon 2022,12.0,0.75,7.99,10.653,1.126
0,Footmark Smooth Red 2022,13.5,0.75,8.99,11.987,1.126
0,Frontera Cabernet Sauvignon 2022,12.0,0.75,7.99,10.653,1.126
0,Norton Colección de los Andes Cabernet Sauvignon Malbec 2022 kartonkitölkki,13.5,1.0,11.99,11.99,1.126
0,19 Crimes Revolutionary Rosé 2021 hanapakkaus,13.5,1.5,17.98,11.987,1.126
0,Marqués de Nombrevilla Mountain Garnacha 2021 hanapakkaus,13.5,3.0,35.99,11.997,1.125
0,Loyalty Vinho Tinto Portugal 2020 hanapakkaus,13.0,2.25,25.99,11.551,1.125
0,Merino Organic 2022 hanapakkaus,13.5,3.0,35.99,11.997,1.125
0,Montalto Rosso Passivento hanapakkaus,13.5,3.0,35.99,11.997,1.125
0,Sangre de Toro Organic 2021 hanapakkaus,13.5,3.0,35.99,11.997,1.125
0,Stony Cape Chenin Blanc hanapakkaus,12.0,3.0,31.99,10.663,1.125
0,Label 5 muovipullo,40.0,0.5,17.80,35.6,1.124
0,Scottish Leader,40.0,1.0,35.59,35.59,1.124
0,The Wedge Shiraz Pinotage muovipullo,14.0,1.0,12.47,12.47,1.123
0,Kaatoryyppy muovipullo,32.0,0.35,9.98,28.514,1.122
0,Casa Santos Lima Fortíssimo 2020 hanapakkaus,14.0,3.0,37.48,12.493,1.121
0,Status Platinum Vodka,40.0,0.7,24.98,35.686,1.121
0,Vinistella Appassimento La Passione Organico 2022 hanapakkaus,14.0,3.0,37.48,12.493,1.121
0,Sir Edward's Smoky,40.0,0.7,24.99,35.7,1.12
0,Tronnes Napoléon muovipullo,36.0,0.7,22.49,32.129,1.12
0,Frisky Zebras Sensuous Sauvignon Blanc kartonkitölkki,12.0,1.0,10.71,10.71,1.12
0,Bons Ventos 2022 hanapakkaus,12.5,3.0,33.49,11.163,1.12
0,Glen Scanlan muovipullo,40.0,0.7,24.99,35.7,1.12
0,Kolme Leijonaa muovipullo,40.0,0.7,24.99,35.7,1.12
0,LAB Best In Show Red 2021 hanapakkaus,14.0,2.0,24.99,12.495,1.12
0,Curvos 2021 hanapakkaus,12.5,3.0,33.49,11.163,1.12
0,Nobenaps Organic Blackcurrant Peppermint,38.0,0.5,16.98,33.96,1.119
0,Cerro Tinto Organic Tempranillo Shiraz kartonkitölkki,13.0,0.75,8.71,11.613,1.119
0,Juniper Gin muovipullo,37.5,0.7,23.49,33.557,1.118
0,B. Ink by Grant Burge Red Blend 2020 hanapakkaus,14.5,1.5,19.48,12.987,1.117
0,Tasavalta Viina muovipullo,28.0,0.7,17.58,25.114,1.115
0,Lindeman's Shiraz Cabernet 2021 hanapakkaus,13.0,3.0,34.98,11.66,1.115
0,Ihanan kamalan elämän hurmio ja turmio 2020 hanapakkaus,14.0,3.0,37.67,12.557,1.115
0,Puolustuslaitos Viinaa,40.0,0.5,17.99,35.98,1.112
0,FlipFlop Californian Red 2022 kartonkitölkki,13.0,1.0,11.69,11.69,1.112
0,Smooth Escape Riverland Shiraz Cabernet Sauvignon 2022 muovipullo,13.0,1.0,11.69,11.69,1.112
0,Relax it's Only Wine 2021 kartonkitölkki,13.0,1.0,11.69,11.69,1.112
0,Pearly Bay Dry White,12.0,0.75,8.09,10.787,1.112
0,KWV Chenin Blanc Muscat d'Alexandrie 2022 hanapakkaus,12.5,3.0,33.79,11.263,1.11
0,Hardys BIN 343 Cabernet Shiraz 2021,13.0,0.75,8.79,11.72,1.109
0,Petó Organic Red Wine,13.0,0.75,8.79,11.72,1.109
0,Caballo de Mendoza,14.0,0.75,9.48,12.64,1.108
0,La Viande Merlot kartonkitölkki,13.0,1.0,11.73,11.73,1.108
0,Icono Cabernet Sauvignon 2020,14.0,0.75,9.48,12.64,1.108
0,Saunalahden Viina 27 % muovipullo,27.0,0.5,12.19,24.38,1.107
0,Espíritu de Chile Cabernet Carmenère hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,Dry Anis muovipullo,40.0,0.5,18.09,36.18,1.106
0,Espíritu de Chile Gewürztraminer Semillon hanapakkaus,12.5,3.0,33.89,11.297,1.106
0,Crudo Nero D’Avola Cabernet Sauvignon 2021 hanapakkaus,14.0,3.0,37.99,12.663,1.106
0,Vino Happy Go Lucky 2020 hanapakkaus,13.0,1.5,17.65,11.767,1.105
