,Name,Alcohol,Size,Price,Price_per_liter,Alcohol_per_euro_per_liter
0,Dignitat Organic Cava Brut,11.5,0.75,13.99,18.653,0.617
0,Villa Degli Olmi Pinot Grigio 2022,11.5,0.75,13.99,18.653,0.617
0,Moshi Moshi Organic Sparkling Rosé Extra Dry,11.5,0.75,13.99,18.653,0.617
0,Luxardo Limoncello,27.0,0.5,21.89,43.78,0.617
0,Engelhard Römerberg Riesling Spätlese Trocken 2022,11.5,0.75,13.98,18.64,0.617
0,Julià & Navinès Organic Rosé Cava Extra Dry,11.5,0.75,13.99,18.653,0.617
0,Corvezzo Organic Prosecco Rosé Extra Dry 2022,11.5,0.75,13.99,18.653,0.617
0,Parés Baltà 'b' Organic Cava Brut,11.5,0.75,13.99,18.653,0.617
0,El Miracle Organic Cava Brut,11.5,0.75,13.99,18.653,0.617
0,Montelvini Cuvée HIFK Brut,11.5,0.75,13.99,18.653,0.617
0,Isula Cara 2022,11.5,0.75,13.99,18.653,0.617
0,Kirsberry Cherry Speciality,14.8,0.7,16.79,23.986,0.617
0,Leroy Poperings Hommelbier,7.5,0.33,4.01,12.152,0.617
0,Borrasca Cava Brut,11.5,0.75,13.99,18.653,0.617
0,Parés Baltà Blanc de Pacs Organic 2022,11.5,0.75,13.99,18.653,0.617
0,En v*ttu Tiiä Extra Dry,11.5,0.75,13.99,18.653,0.617
0,Olmeca Altos Plata Tequila,38.0,0.7,43.10,61.571,0.617
0,Jack Daniel's Old No. 7,40.0,0.2,12.98,64.9,0.616
0,Kings of Prohibition Shiraz,13.5,0.75,16.44,21.92,0.616
0,Monopol VSOP,40.0,0.7,45.49,64.986,0.616
0,Soerlie VSOP Reserve,40.0,0.7,45.49,64.986,0.616
0,Sefa Wine Chardonnay 2019,13.5,0.75,16.45,21.933,0.616
0,Fattoria di Pancole Chianti Colli Senesi 2016,13.5,0.75,16.45,21.933,0.616
0,Maisel's Weisse Original,5.2,0.5,4.22,8.44,0.616
0,Dupuy V.S.O.P,40.0,0.35,22.75,65.0,0.615
0,Kainuulainen Kuutamopontikka,41.0,0.35,23.34,66.686,0.615
0,Fuller's London Porter,5.4,0.5,4.39,8.78,0.615
0,Coteaux & Cimes Gamay 2021,12.5,0.75,15.24,20.32,0.615
0,Carm 2021,13.5,0.75,16.49,21.987,0.614
0,Il Palagione Hydra 2020,13.5,0.75,16.49,21.987,0.614
0,Mateus The Original Rosé,11.0,0.25,4.48,17.92,0.614
0,Casanova Treixadura,13.5,0.75,16.49,21.987,0.614
0,Naked Malt,40.0,0.7,45.59,65.129,0.614
0,Hewitson Miss Harry 2022,13.5,0.75,16.50,22.0,0.614
0,Lough Gill Spear Barrel Aged Imperial Oatmeal Stout tölkki,13.0,0.33,6.99,21.182,0.614
0,Dama Juana Pipeño País 2022,12.5,0.75,15.26,20.347,0.614
0,Viña Real Crianza 2019,13.5,0.75,16.49,21.987,0.614
0,Bushmills Black Bush,40.0,0.7,45.59,65.129,0.614
0,Dezzani Langhe Nebbiolo 2021,13.5,0.75,16.49,21.987,0.614
0,San Michele a Torri Chianti Colli Fiorentini 2022,13.5,0.75,16.49,21.987,0.614
0,Helsinki Sailor’s Gin,57.2,0.5,46.55,93.1,0.614
0,Laplandia Aureus Cloudberry Vodka,40.0,0.7,45.60,65.143,0.614
0,Saragat Monica di Sardegna 2021,13.5,0.75,16.49,21.987,0.614
0,Disaronno Originale,28.0,0.35,15.95,45.571,0.614
0,Åland Distillery Gin,43.3,0.5,35.32,70.64,0.613
0,Quinta Vale d’Aldeia ZIP Branco 2021,13.0,0.75,15.90,21.2,0.613
0,Gentil 'Hugel' 2022,13.0,0.75,15.90,21.2,0.613
0,Il Cascinone Rive Barbera d'Asti Superiore 2019,15.0,0.75,18.35,24.467,0.613
0,Mallaskoski Barley Wine,12.0,0.33,6.46,19.576,0.613
0,Proclamation,40.7,0.7,46.47,66.386,0.613
0,Petit Bourgeois Pinot Noir Rosé 2022,13.0,0.75,15.90,21.2,0.613
0,The FoxTale Citrus Gin,37.5,0.7,42.79,61.129,0.613
0,Mundo Tequila Blanco,35.0,0.7,39.98,57.114,0.613
0,Olaf Hydra Triple IPA,10.0,0.33,5.38,16.303,0.613
0,Pfaffl Rose Hasen 2022,13.0,0.75,15.90,21.2,0.613
0,Bassanoshiro Bianco 2022,13.0,0.75,15.90,21.2,0.613
0,Tons de Duorum Rosé 2020,12.0,0.75,14.68,19.573,0.613
0,Original Long Drink Red Grapefruit tölkki,5.5,0.5,4.49,8.98,0.612
0,Fiorissimo Prosecco Rosé Extra Dry 2021,11.0,0.75,13.49,17.987,0.612
0,Pizzolato Organic Prosecco Rose Brut 2022,11.0,0.75,13.49,17.987,0.612
0,L'Olivier de Montrabech Rosé 2022,12.5,0.75,15.31,20.413,0.612
0,Guy Allion A Sauvignon 2021,12.5,0.75,15.31,20.413,0.612
0,Domaine des Pasquiers Sablet 2020,14.5,0.75,17.78,23.707,0.612
0,Tosti Asti Secco,11.0,0.75,13.49,17.987,0.612
0,Samson Original Czech Lager Bock,6.1,0.5,4.98,9.96,0.612
0,Jean Leon 3055 Rosé 2021,12.5,0.75,15.31,20.413,0.612
0,Original Long Drink Gin & Lemon 5,5.5,0.5,4.49,8.98,0.612
0,Thatchers Gold tölkki,4.8,0.5,3.92,7.84,0.612
0,Original Long Drink Gin & Orange tölkki,5.5,0.5,4.49,8.98,0.612
0,Glöet White Sparkling Glögg,11.0,0.75,13.49,17.987,0.612
0,Original Long Drink Pineapple tölkki,5.5,0.5,4.49,8.98,0.612
0,Southern Ocean Sauvignon Blanc  2022,12.5,0.75,15.31,20.413,0.612
0,Zelanos Rosé Pinot Noir 2018,13.5,0.75,16.55,22.067,0.612
0,L'Olivier de Montrabech Blanc 2022,12.5,0.75,15.31,20.413,0.612
0,Pirkka Rosè 2020,12.5,0.75,15.31,20.413,0.612
0,Amador Medrano Terra 2019,14.5,0.75,17.81,23.747,0.611
0,Cream Heroes Lupita Pasión,17.0,0.7,19.49,27.843,0.611
0,Cune Rosado 2021,13.5,0.375,8.29,22.107,0.611
0,Heitlinger Pinot Noir 2020,13.0,0.75,15.97,21.293,0.611
0,Hubert Beck Grande Réserve Pinot Gris 2021,13.0,0.75,15.97,21.293,0.611
0,Berså Terra Alta 2022,14.5,0.75,17.79,23.72,0.611
0,To Øl House Of Pale tölkki,5.5,0.44,3.96,9.0,0.611
0,Tenuta Garetto Rosina Barbera d'Asti 2019,14.5,0.75,17.79,23.72,0.611
0,Dopff au Moulin Riesling Cuvée Europe 2022,13.0,0.75,15.97,21.293,0.611
0,Budweiser,5.0,0.33,2.70,8.182,0.611
0,Kura no Machi Tokubetsu Junmai Ginjo Sake,14.5,0.3,7.12,23.733,0.611
0,Cream Heroes Capitan Freson,17.0,0.7,19.49,27.843,0.611
0,Wolfberger (W)2 2021,13.0,0.75,15.99,21.32,0.61
0,Merry's Irish Cream,17.0,0.7,19.50,27.857,0.61
0,Santa Julia Malbec 2023,14.0,0.187,4.29,22.941,0.61
0,The Demons Share 6 Years Old,40.0,0.7,45.89,65.557,0.61
0,Quinta de Ventozelo Viosinho 2019,13.5,0.75,16.59,22.12,0.61
0,Frank Sant Thias Pinot Noir 2021,13.0,0.75,15.98,21.307,0.61
0,Museum Rosé 2022,13.0,0.75,15.98,21.307,0.61
0,Alessandro Rivetto Langhe Nebbiolo 2021,13.5,0.75,16.61,22.147,0.61
0,Dal Cero Pinot Grigio Ramato 2022,13.0,0.75,15.98,21.307,0.61
0,Porta 6 Vinho Verde 2020,9.5,0.75,11.68,15.573,0.61
0,Pezat Blanc 2021,13.0,0.75,15.98,21.307,0.61
0,Barone Ricasoli Organic Chianti 2022,13.0,0.75,15.99,21.32,0.61
0,Rocca di Montemassi Syrosa 2020,13.0,0.75,15.98,21.307,0.61
0,Leyda Garuma Sauvignon Blanc 2022,13.0,0.75,15.99,21.32,0.61
0,King's Bay Pinot Noir 2019,13.0,0.75,15.98,21.307,0.61
0,Glenmorangie X Single Malt,40.0,0.7,45.92,65.6,0.61
0,Herencia Altés Garnatxa Blanca 2021,13.0,0.75,15.99,21.32,0.61
0,Domaine Terre De Mistral Simone 2022,13.0,0.75,15.99,21.32,0.61
0,Ogier Côtes du Rhône Artesis Blanc 2022,13.5,0.75,16.59,22.12,0.61
0,Alahovin Riistamusta Viinimarjaviini,13.0,0.75,15.98,21.307,0.61
0,La Trappe Tripel,8.0,0.33,4.33,13.121,0.61
0,Torres Viña Sol 2022,12.0,0.1875,3.69,19.68,0.61
0,Vol d'Anima de Raimat Blanco Organic 2019,13.0,0.75,15.99,21.32,0.61
0,Hinch Small Batch,43.0,0.7,49.41,70.586,0.609
0,Andechs Export Dunkel,4.9,0.5,4.02,8.04,0.609
0,Ron Tabú Ronmiel,23.0,0.7,26.45,37.786,0.609
0,Original Long Drink tölkki,5.5,0.33,2.98,9.03,0.609
0,Johnnie Walker Black Label 12 Year Old,40.0,0.7,45.99,65.7,0.609
0,Original Long Drink Cranberry tölkki,5.5,0.33,2.98,9.03,0.609
0,Original Long Drink 12-pack tölkki,5.5,3.96,35.76,9.03,0.609
0,Knob Creek Small Batch Bourbon,50.0,0.7,57.43,82.043,0.609
0,Original Long Drink Vodka Lime 6-pack tölkki,5.5,1.98,17.88,9.03,0.609
0,Original Long Drink Vodka Lime tölkki,5.5,0.33,2.98,9.03,0.609
0,Original Long Drink 6-pack tölkki,5.5,1.98,17.88,9.03,0.609
0,Jameson Cold Brew,30.0,0.7,34.49,49.271,0.609
0,Luigi Bosca La Linda Extra Brut,12.0,0.75,14.79,19.72,0.609
0,Original Long Drink Light tölkki,5.5,0.33,2.98,9.03,0.609
0,Original Long Drink Cranberry 6-pack tölkki,5.5,1.98,17.88,9.03,0.609
0,Pasqua Villa Borghetti Valpolicella Classico 2021,12.0,0.75,14.79,19.72,0.609
0,Original Long Drink Light 6-pack tölkki,5.5,1.98,17.88,9.03,0.609
0,Original Long Drink Red Grapefruit 6-pack tölkki,5.5,1.98,17.88,9.03,0.609
0,Tommasi Valpolicella 2022,12.0,0.75,14.79,19.72,0.609
0,Jameson Black Barrel,40.0,0.7,45.99,65.7,0.609
0,Sorgin Gin,43.0,0.7,49.42,70.6,0.609
0,To Øl Whirl Domination India Pale Ale tölkki,6.2,0.44,4.48,10.182,0.609
0,Braastad VSOP,40.0,0.7,45.98,65.686,0.609
0,Maxime Trijol VSOP,40.0,0.5,32.92,65.84,0.608
0,Maku Brewing IPA tölkki,7.3,0.33,3.96,12.0,0.608
0,Dupont Fine Calvados,40.0,0.5,32.90,65.8,0.608
0,Aecht Schlenkerla Rauchbier Märzen,5.1,0.5,4.20,8.4,0.607
0,Malmgård Belge,8.0,0.33,4.35,13.182,0.607
0,Leth Zweigelt Rosé 2022,12.0,0.75,14.83,19.773,0.607
0,Piccini Collezione Oro Organic Chianti 2022,13.0,0.375,8.03,21.413,0.607
0,Bree White Riesling 2022,10.5,0.75,12.98,17.307,0.607
0,Prantner Szekszard Rose 2020,13.0,0.75,16.07,21.427,0.607
0,Amager World's Best Imperial Pastry Stout tölkki,11.0,0.44,7.99,18.159,0.606
0,Vento'z Vinho Verde Rosé 2022,12.5,0.75,15.48,20.64,0.606
0,Domaine Zinck Riesling Prestige Organic 2022,12.5,0.75,15.48,20.64,0.606
0,La Marinière Muscadet Sèvre et Maine sur Lie 2021,12.0,0.75,14.85,19.8,0.606
0,Kylie Minogue Rose 2021,12.5,0.75,15.48,20.64,0.606
0,La Chouffe Blonde,8.0,0.75,9.90,13.2,0.606
0,Barbazul Blanco 2018,12.0,0.75,14.85,19.8,0.606
0,Four Roses Small Batch,45.0,0.7,51.99,74.271,0.606
0,Koto Salt & Pepper Vodka,40.0,0.5,32.99,65.98,0.606
0,Annabel de Château Puybarbe Rosé 2021,12.5,0.75,15.50,20.667,0.605
0,Dit Celler Cabirol 2020,14.5,0.75,17.98,23.973,0.605
0,Mouton Cadet Rosé  2020,13.0,0.75,16.11,21.48,0.605
0,Masseria Altemura Sasseo Primitivo 2021,14.5,0.75,17.98,23.973,0.605
0,Collavini Villa Canlungo Pinot Grigio 2022,12.5,0.75,15.50,20.667,0.605
0,Små Rode Rasberry Liquorice,16.4,0.7,18.98,27.114,0.605
0,Jean Medeville & Fils Pur Sauvignon,12.5,0.75,15.50,20.667,0.605
0,Spier Seaward Chenin Blanc 2020,14.5,0.75,17.98,23.973,0.605
0,Koskenkorva Rhubarb Pomegranate muovipullo,15.0,0.5,12.39,24.78,0.605
0,Chivite Legardeta Garnacha 2019,14.5,0.75,17.98,23.973,0.605
0,Valdifalco Morellino di Scansano 2020,14.5,0.75,17.98,23.973,0.605
0,Små Sure Twisted Sour Fruit,16.4,0.7,18.98,27.114,0.605
0,Domaine Bousquet Reserve Organic Malbec 2021,14.5,0.75,17.98,23.973,0.605
0,Las Rocas Garnacha 2019,14.5,0.75,17.98,23.973,0.605
0,Pirkka Organic Riesling 2022,11.5,0.75,14.25,19.0,0.605
0,Valdifalco Maremma Toscana Sangiovese 2019,14.5,0.75,17.98,23.973,0.605
0,Villata Roero Arneis 2021,12.5,0.75,15.50,20.667,0.605
0,Casa Santos Lima Touriga Nacional 2017,14.5,0.75,17.98,23.973,0.605
0,Zelanos Pinot Noir 2017,14.0,0.75,17.37,23.16,0.604
0,Krämer Straîght Sauvignon Blanc 2022,12.0,0.75,14.90,19.867,0.604
0,Jack Daniel's Bonded,50.0,0.7,57.99,82.843,0.604
0,Faustino VII Tinto 2021,13.5,0.1875,4.19,22.347,0.604
0,Waldschütz Tradition Grüner Veltliner 2022,12.0,0.75,14.89,19.853,0.604
0,Rabl Zweigelt Rosé 2022,12.0,0.75,14.89,19.853,0.604
0,Murviedro Sericis Monastrell 2018,14.0,0.75,17.39,23.187,0.604
0,SJK OmaSp Stadion Reserva Vinho Verde 2022,11.5,0.75,14.29,19.053,0.604
0,Casa Silva Gran Terroir Carmenere 2021,14.0,0.75,17.39,23.187,0.604
0,Beefsteak Club The Mini Malbec 2022,13.5,0.187,4.18,22.353,0.604
0,Hans Baer Merlot Rosé,11.0,0.25,4.55,18.2,0.604
0,Kék Kékfrankos Válogatás 2017,13.5,0.75,16.80,22.4,0.603
0,Mallaskoski Nemesis Cognac Barrel Aged Imperial Rye,12.8,0.33,7.00,21.212,0.603
0,De Kuyper Blue Curacao,20.0,0.5,16.59,33.18,0.603
0,Velkopopovický Kozel Dark tölkki,3.8,0.5,3.15,6.3,0.603
0,De Kuyper Apricot Brandy,20.0,0.5,16.59,33.18,0.603
0,De Kuyper Crème de Cacao Brown,20.0,0.5,16.59,33.18,0.603
0,Huyghe Delirium Tremens,8.5,0.75,10.58,14.107,0.603
0,Bubi Piemonte Barbera,13.5,0.75,16.80,22.4,0.603
0,Chivas Regal 12 Years Old,40.0,0.7,46.49,66.414,0.602
0,Olvi Hard Seltzer Pink Grapefruit tölkki,6.0,0.33,3.29,9.97,0.602
0,Bumbu,40.0,0.7,46.49,66.414,0.602
0,Penley Estate Echo Sparkling Pinot Noir,13.0,0.75,16.20,21.6,0.602
0,Fontanafredda Grappa di Barolo Riserva,43.0,0.7,49.99,71.414,0.602
0,Alexis Lichine Crémant de Bordeaux Brut Rosé,12.0,0.75,14.94,19.92,0.602
0,Tullibardine Sovereign Single Malt,43.0,0.7,49.99,71.414,0.602
0,Segura Viudas Organic Cava Brut,12.0,0.75,14.94,19.92,0.602
0,The Lady Pinot Grigio 2021,12.0,0.75,14.94,19.92,0.602
0,Cecilia Beretta Brognoligo Soave Classico 2021,13.5,0.75,16.82,22.427,0.602
0,Hienoa Cognac VS muovipullo,40.0,0.2,13.29,66.45,0.602
0,Gautier VSOP,40.0,0.7,46.49,66.414,0.602
0,Le Pive Rosé Bio tölkki,12.0,0.25,4.98,19.92,0.602
0,Asia Blend Cuvée White 2022,12.0,0.75,14.98,19.973,0.601
0,Kettu Pihlajanmarjalikööri muovipullo,15.0,0.5,12.48,24.96,0.601
0,Masi Bonacosta Valpolicella Classico 2021,12.0,0.75,14.98,19.973,0.601
0,Wolfberger Muscat 2021,12.0,0.75,14.98,19.973,0.601
0,Casasmith Vino Rosé 2018,12.0,0.75,14.98,19.973,0.601
0,Nau Mai Sauvignon Blanc 2022 muovipullo,12.0,0.75,14.98,19.973,0.601
0,Mayer Asia Cuvée 2022,12.0,0.75,14.98,19.973,0.601
0,Freixenet Vintage Reserva Cava Brut Nature 2020,12.0,0.75,14.98,19.973,0.601
0,Fresco di Masi Organic Rosso 2022,12.0,0.75,14.98,19.973,0.601
0,Tommasi Le Rosse Pinot Grigio 2022,12.0,0.75,14.98,19.973,0.601
0,Riunite Il Fojonco Lambrusco,8.0,0.75,9.98,13.307,0.601
0,That's Neiss Pink Riesling,12.0,0.75,14.98,19.973,0.601
0,Rose di Bacco Lambrusco Rosato Amabile,8.0,0.75,9.98,13.307,0.601
0,Puolustuslaitos Valkoviiniä 2021,12.0,0.75,14.98,19.973,0.601
0,Puklus Pincészet Tokaji Hárslevelü 2016,12.5,0.75,15.59,20.787,0.601
0,Austo Novebolle Brut,12.0,0.75,14.98,19.973,0.601
0,Big Belly Aethelstan Peated Imperial Porter,10.0,0.33,5.49,16.636,0.601
0,Yoko Riesling Organic 2021,12.0,0.75,14.98,19.973,0.601
0,Liefmans Goudenband,8.0,0.33,4.39,13.303,0.601
0,Livon Friulano 2022,13.5,0.75,16.85,22.467,0.601
0,Boutari Kretikos 2022,11.5,0.75,14.34,19.12,0.601
0,Fantinel Prosecco Extra Dry,11.5,0.75,14.35,19.133,0.601
0,Bernard-Massard Premium Dry,12.0,0.75,14.98,19.973,0.601
0,Fitz-Ritter Dürkheim Riesling Organic Dry 2021,12.0,0.75,14.98,19.973,0.601
0,19 Crimes Sparkling White Brut,12.0,0.75,14.98,19.973,0.601
0,Vicarage Lane Marlborough Pinot Noir Rosé 2022,12.0,0.75,14.98,19.973,0.601
0,Tommasi Chiaretto Granara Rose 2022,12.0,0.75,14.98,19.973,0.601
0,LYV Rosé,12.0,0.75,14.98,19.973,0.601
0,Gere Villányi Rosé 2020,12.0,0.75,14.98,19.973,0.601
0,Stadlmann St Laurent Rosé  2021,12.0,0.75,14.98,19.973,0.601
0,Jacob's Creek Lighter Shiraz 2021,9.5,0.75,11.85,15.8,0.601
0,Vóila Vineyard Assyrtiko 2022,13.5,0.75,16.84,22.453,0.601
0,Moselland Riesling Kabinett 2022,8.0,0.75,9.98,13.307,0.601
0,Château Bonnin Pichon 2020,14.0,0.75,17.48,23.307,0.601
0,Laitilan Imperiaali Stout,9.2,0.33,5.05,15.303,0.601
0,Malmio Mint Chocolate muovipullo,17.0,0.35,9.90,28.286,0.601
0,Garzón Tannat Reserva 2022,14.0,0.75,17.48,23.307,0.601
0,Dr. Becker Cuvée Regent Trocken 2016,12.5,0.75,15.60,20.8,0.601
0,Mc Chouffe Brune,8.0,0.33,4.39,13.303,0.601
0,Pople Peach Party muovipullo,15.0,0.5,12.50,25.0,0.6
0,Espolon Blanco Tequila,40.0,0.7,46.66,66.657,0.6
0,Benediktiner Hell,5.0,0.5,4.17,8.34,0.6
0,Pople Orange Mango muovipullo,15.0,0.5,12.50,25.0,0.6
0,Lyv Rosé Magnum 2022,12.0,1.5,29.99,19.993,0.6
0,Francesco Intorcia Heritage Zibibbo Vino Liquoroso,16.0,0.5,13.33,26.66,0.6
0,Pople Strawberry muovipullo,15.0,0.5,12.49,24.98,0.6
0,Bagrationi Classic Semi Dry,12.0,0.75,14.99,19.987,0.6
0,Graham's Late Bottled Vintage Port 2018,20.0,0.75,24.99,33.32,0.6
0,Prantner Szekszard Rajnai Rizling 2020,13.0,0.75,16.25,21.667,0.6
0,Pople Blueberry muovipullo,15.0,0.5,12.49,24.98,0.6
0,Pagos de Araiz Crianza 2019,15.0,0.75,18.75,25.0,0.6
0,Graham's Natura Reserve Port,20.0,0.75,24.99,33.32,0.6
0,Oliver Moragues La Faula 2020,13.5,0.75,16.89,22.52,0.599
0,Edetària Via Terra Blanc 2020,13.0,0.75,16.28,21.707,0.599
0,Peddlers Shanghai Craft Gin,45.7,0.7,53.43,76.329,0.599
0,Raimat Cava Brut Nature,11.5,0.75,14.39,19.187,0.599
0,Giesen Chardonnay 2021,13.0,0.75,16.28,21.707,0.599
0,Château Ksara Reserve du Couvent 2019,13.5,0.75,16.89,22.52,0.599
0,Nils Oscar Scotch Ale,8.2,0.33,4.52,13.697,0.599
0,Château Ksara Sunset Rosé 2021,13.5,0.75,16.89,22.52,0.599
0,Peddlers Shanghai Barrel Aged Gin,45.7,0.7,53.43,76.329,0.599
0,Happy Joe Oakwood Apple Cider tölkki,4.7,0.33,2.59,7.848,0.599
0,Krombacher Dark,4.7,0.5,3.92,7.84,0.599
0,Ayinger Jahrhundert Bier,5.5,0.5,4.59,9.18,0.599
0,Campillo Blanco Fermentado en Barrica 2022,13.5,0.75,16.89,22.52,0.599
0,Original Long Drink,5.5,0.33,3.03,9.182,0.599
0,Original Long drink 6-pack pullo,5.5,1.98,18.18,9.182,0.599
0,Original Long Drink Cranberry,5.5,0.33,3.03,9.182,0.599
0,Iuzzolini Ciro Bianco 2021,12.0,0.75,15.06,20.08,0.598
0,Millebolle Sunny Days Extra Dry,11.0,0.75,13.80,18.4,0.598
0,Pasqua Prosecco Frizzante,11.0,0.75,13.80,18.4,0.598
0,Glendalough Wild Botanical Gin,41.0,0.7,47.99,68.557,0.598
0,Millebolle Merry Christmas Extra Dry,11.0,0.75,13.80,18.4,0.598
0,Vignali Roccamena Pinot Nero 2022,13.0,0.75,16.30,21.733,0.598
0,San Felice Perolla Rosso 2018,12.5,0.75,15.69,20.92,0.598
0,Piki Tervalikööri,21.0,0.5,17.59,35.18,0.597
0,Teliani Valley Saperavi 2020,13.0,0.75,16.32,21.76,0.597
0,Hell Or High Water Rum Reserva,40.0,0.7,46.90,67.0,0.597
0,Chimay White,8.0,0.33,4.42,13.394,0.597
0,Opta Reserva 2019,13.0,0.75,16.34,21.787,0.597
0,Enzo Bartoli Langhe Nebbiolo 2021,13.5,0.75,16.99,22.653,0.596
0,Pagos del Rey Arnegui Reserva 2017,13.5,0.75,16.99,22.653,0.596
0,Aconcagua Alto Cabernet Sauvignon 2016,13.5,0.75,16.99,22.653,0.596
0,Def Leppard Animal London Dry Gin,40.0,0.7,46.98,67.114,0.596
0,Paul Jaboulet Aîné Parallèle 45 Côtes-du-Rhône Blanc 2021,13.5,0.75,16.99,22.653,0.596
0,Château Haut-Monplaisir 2021,13.5,0.75,16.99,22.653,0.596
0,Errázuriz Sauvignon Blanc Single Vineyard 2021,13.5,0.75,16.99,22.653,0.596
0,Villa Maria Private Bin Chardonnay 2021,13.5,0.75,16.99,22.653,0.596
0,Chakana Nuna Vineyard Cabernet Franc 2019,13.5,0.75,16.99,22.653,0.596
0,Faustino Art Collection Red Crianza 2020,13.5,0.75,16.99,22.653,0.596
0,Spy Valley Riesling 2019,13.5,0.75,16.99,22.653,0.596
0,Rivera Scariazzo Fiano 2021,13.5,0.75,16.99,22.653,0.596
0,Motörhead Premium Dark Rum,40.0,0.7,46.99,67.129,0.596
0,Armigero Valpolicella Ripasso Superiore 2019,13.5,0.75,16.99,22.653,0.596
0,Château Cap L’Ousteau 2018,13.5,0.75,16.99,22.653,0.596
0,Lan Crianza 2019,13.5,0.75,16.99,22.653,0.596
0,Chimay 150,10.0,0.33,5.54,16.788,0.596
0,Sette Vigne 7 2018,13.5,0.75,16.99,22.653,0.596
0,Garzón Albariño Reserva 2022,13.5,0.75,16.99,22.653,0.596
0,Helfrich Gewürztraminer 2022,13.5,0.75,16.99,22.653,0.596
0,Chimay Blue,9.0,0.33,4.98,15.091,0.596
0,Serra Lupini Roero Arneis 2022,13.5,0.75,16.99,22.653,0.596
0,Bellissima Rosé Organic Zero Sugar Extra Brut,11.5,0.75,14.49,19.32,0.595
0,Collavini Il Manzoni Brut,11.5,0.75,14.49,19.32,0.595
0,Valdo Paradise Rosé Brut,11.5,0.75,14.49,19.32,0.595
0,Mont Paral Vintage Rosé Cava Brut 2018,11.5,0.75,14.49,19.32,0.595
0,Cascavel Monts & Vertiges 2021,13.0,0.75,16.40,21.867,0.595
0,To Øl Summer Hero IPA tölkki,6.2,0.33,3.44,10.424,0.595
0,Protos Roble 2021,14.5,0.75,18.27,24.36,0.595
0,Viva Valentina Organic Riesling 2022,11.5,0.75,14.49,19.32,0.595
0,Mattsson Admiral Imperial Porter,7.0,0.33,3.88,11.758,0.595
0,Smiley Rosé,11.5,0.75,14.49,19.32,0.595
0,Mont Paral Vintage Cava Brut 2018,11.5,0.75,14.49,19.32,0.595
0,Bellissima Organic Zero Sugar Extra Brut,11.5,0.75,14.49,19.32,0.595
0,Aveleda Fonte Vinho Verde 2022,9.5,0.75,11.98,15.973,0.595
0,Rigal Original Gros Manseng Vin Orange 2021,11.5,0.75,14.49,19.32,0.595
0,Naud Ron Panamá 15 Años,41.3,0.7,48.62,69.457,0.595
0,Castell d'Or Cabaret Orgànic Cava Brut,11.5,0.75,14.49,19.32,0.595
0,Emil Bauer Miami Weissburgunder 2022,13.0,0.75,16.40,21.867,0.595
0,Mont Paral Organic Cava Sec 2019,11.5,0.75,14.49,19.32,0.595
0,Pitars Prosecco Brut Nature 2022,11.5,0.75,14.49,19.32,0.595
0,Perelada Stars Touch of Rose Cava Brut 2021,11.5,0.75,14.49,19.32,0.595
0,Karl May Pinot Noir 2021,12.5,0.75,15.78,21.04,0.594
0,Gérard Bertrand Solar 6 Bee Friendly Rosé Grenache 2020,12.5,0.75,15.78,21.04,0.594
0,Johanninger Ein Schluck Vom Himmel 2020,12.5,0.75,15.79,21.053,0.594
0,AleSmith Speedway Stout tölkki,12.0,0.473,9.56,20.211,0.594
0,Blue Moon Belgian White,5.4,0.33,3.00,9.091,0.594
0,Gérard Bertrand Solar 6 Bee Friendly Chardonnay 2020,12.5,0.75,15.78,21.04,0.594
0,Daura Damm,5.4,0.33,3.00,9.091,0.594
0,Corona Extra,4.5,0.355,2.69,7.577,0.594
0,Franziskaner Weissbier Dunkel,5.0,0.5,4.21,8.42,0.594
0,René Couly Chinon Rosé 2022,14.0,0.75,17.69,23.587,0.594
0,Trisquel Altitud Merlot 2016,14.5,0.75,18.31,24.413,0.594
0,Verrocchio Prosecco Brut,11.0,0.75,13.89,18.52,0.594
0,Besini Qvevri 2018,14.5,0.75,18.31,24.413,0.594
0,Bertina Blueberry,20.0,0.7,23.58,33.686,0.594
0,Val-Dieu Triple,9.0,0.33,5.00,15.152,0.594
0,Sefa Wine Vranac 2017,13.0,0.75,16.45,21.933,0.593
0,O'Hara's Leann Follain Extra Irish Stout tölkki,6.0,0.44,4.45,10.114,0.593
0,Ferratus Rosado 2021,14.5,0.75,18.33,24.44,0.593
0,Muteman Mutemaisteri,35.0,0.5,29.52,59.04,0.593
0,Umano Kisi 2020,12.5,0.75,15.81,21.08,0.593
0,Osborne Manzanilla Sherry,15.0,0.375,9.48,25.28,0.593
0,Sartori Regolo 2015,13.5,0.75,17.06,22.747,0.593
0,Zaccagnini Montepulciano d'Abruzzo 2021,12.5,0.75,15.80,21.067,0.593
0,919 Tempranillo 2018,13.5,0.75,17.08,22.773,0.593
0,Luzón Colección Blanco 2022,12.5,0.75,15.81,21.08,0.593
0,Vinícola de Nulles Parabòlic Tinto 2022,12.5,0.75,15.81,21.08,0.593
0,Chateau Cazette Cuvée Joseph 2020,14.5,0.75,18.33,24.44,0.593
0,Étoile de Lauduc Cabernet Franc 2019,13.5,0.75,17.07,22.76,0.593
0,Sefa Wine Pinot Noir 2016,13.0,0.75,16.45,21.933,0.593
0,Crowmoor Dry tölkki,4.7,0.5,3.97,7.94,0.592
0,Fuller's ESB Extra Special Bitter,5.9,0.5,4.98,9.96,0.592
