#{"t_start": 1702135273.983355, "env_id": "None"}
r,l,t
-1.804,72,226.992765
-1853.032,2426,228.681304
-7.407,125,228.73235
-1.837,63,228.755371
-3.577,91,228.788401
-8.113,140,228.839447
-1.786,67,228.86447
-8.837,146,228.91952
-0.388,162,228.976572
-148.238,715,229.978485
-1.014,64,230.00651
-18.936,268,230.118613
-2.226,69,230.144636
-2.657,76,230.173663
-15.582,273,230.271752
-7.061,213,230.350824
-26.345,231,230.435902
-9.106,166,230.494955
-2.762,79,230.523982
-0.399,60,230.546001
-1.92,65,230.570023
-15.372,239,230.661107
-11.885,166,231.495867
-2.129,70,231.523894
-0.873,56,231.546913
