#{"t_start": 1698578373.8929307, "env_id": "None"}
r,l,t
-38.364522,2,0.664603
-39.0,1,0.665604
-39.0,1,0.665604
-39.0,1,0.666605
-39.0,1,0.666605
-39.0,1,0.666605
-39.0,1,0.667606
-37.612701,2,0.668607
-38.350194,2,0.669608
-34.385652,5,0.67161
-39.0,1,0.67161
-33.750194,7,0.674612
-31.141636,8,0.677615
-39.0,1,0.677615
-39.0,1,0.678616
-37.0,3,0.680618
-30.776123,9,0.684621
-39.0,1,0.684621
-36.207521,4,0.686623
-36.236944,4,0.687624
-33.251725,7,0.690627
-39.0,1,0.728661
-38.363769,2,0.729662
-37.0,3,0.730663
-39.0,1,0.731664
-35.5641,5,0.733666
-39.0,1,0.734667
-37.677663,2,0.735668
-35.490214,5,0.737669
-37.0,3,0.73867
-35.409086,5,0.740672
-37.667203,2,0.741673
-39.0,1,0.741673
-35.565174,5,0.743675
-35.72733,4,0.745677
-35.741347,4,0.747678
-38.246888,2,0.747678
-24.545247,15,0.753684
-33.115566,6,0.756687
-29.841996,9,0.76069
-37.698228,2,0.761692
-39.0,1,0.761692
-39.0,1,0.762692
-38.381389,2,0.763693
-35.522719,5,0.765695
-39.0,1,0.765695
-34.399348,6,0.768698
-34.892091,6,0.7707
-38.236944,2,0.771701
-39.0,1,0.771701
-39.0,1,0.772702
-35.476382,5,0.774704
-30.359333,8,0.777706
-39.0,1,0.778707
-39.0,1,0.778707
-39.0,1,0.779708
-39.0,1,0.779708
-37.0,3,0.780709
-31.168194,10,0.784712
-38.336082,2,0.785714
-37.770672,2,0.786714
-37.916383,2,0.787715
-39.0,1,0.787715
-34.748275,5,0.790718
-37.0,3,0.791719
-39.0,1,0.792719
-34.241159,5,0.794722
-39.0,1,0.794722
-39.0,1,0.795722
-36.028427,4,0.796723
-37.0,3,0.797724
-31.0,9,0.801728
-37.0,3,0.802729
-31.91474,7,0.805732
-37.62967,2,0.806732
-29.873432,9,0.809735
-33.492109,7,0.812738
-38.35186,2,0.813739
-37.0,3,0.814739
-39.0,1,0.815741
-38.246211,2,0.816741
-35.654118,4,0.818743
-37.0,3,0.819744
-39.0,1,0.820745
-39.0,1,0.820745
-37.703197,2,0.821746
-29.531694,11,0.82575
-39.0,1,0.826751
-33.67828,7,0.828752
-37.649806,2,0.829753
-39.0,1,0.830754
-39.0,1,0.830754
-29.763056,10,0.834758
-38.009518,2,0.835759
-38.286131,2,0.836759
-30.35306,10,0.840763
-34.373748,6,0.842765
-39.0,1,0.843765
-30.538602,11,0.847769
-37.78019,2,0.84877
-37.0,3,0.849771
-38.228118,2,0.850772
-37.0,3,0.851773
-35.318518,5,0.855777
-37.0,3,0.856778
-39.0,1,0.857779
-37.0,3,0.85978
-39.0,1,0.85978
-39.0,1,0.860782
-31.882296,9,0.863784
-31.175811,8,0.866787
-34.168372,6,0.86979
-37.0,3,0.87079
-37.910667,2,0.871791
-23.541655,15,0.876796
-35.613512,4,0.878798
-37.65163,2,0.879798
-33.622236,6,0.881801
-36.026026,4,0.883802
-37.0,3,0.884803
-39.0,1,0.884803
-32.763783,7,0.887806
-35.137152,5,0.889808
-35.699446,4,0.89181
-39.0,1,0.89181
-39.0,1,0.892811
-39.0,1,0.892811
-37.0,3,0.893811
-38.096992,2,0.894812
-34.732974,5,0.896814
-36.277968,4,0.898816
-37.720446,2,0.898816
-36.169718,4,0.900818
-32.316718,7,0.90382
-37.0,3,0.904821
-25.300974,14,0.909826
-39.0,1,0.910827
-34.286072,5,0.912829
-35.651048,4,0.91383
-36.308114,4,0.915831
-25.42254,14,0.920836
-30.537802,9,0.924839
-35.6241,4,0.92584
-37.607295,2,0.926841
-34.471923,6,0.929844
-39.0,1,0.929844
-38.223516,2,0.930845
-30.436787,9,0.933847
-29.357324,11,0.938852
-38.352926,2,0.938852
-37.734698,2,0.939853
-37.0,3,0.940854
-34.217842,5,0.942856
-32.483051,8,0.946859
-39.0,1,0.946859
-29.801961,10,0.950863
-33.649242,8,0.953866
-38.256024,2,0.954867
-39.0,1,0.955868
-34.808365,6,0.957869
-39.0,1,0.957869
-34.752378,6,0.960872
-29.301614,10,0.964876
-38.049572,2,0.965877
-37.0,3,0.966877
-39.0,1,0.966877
-38.366782,2,0.967879
-33.950401,6,0.970881
-39.0,1,0.970881
-34.497364,5,0.972883
-39.0,1,0.972883
-39.0,1,0.973884
-33.896131,7,0.976887
-39.0,1,0.976887
-33.278801,7,0.979889
-31.96887,8,0.982892
-39.0,1,0.982892
-38.386441,2,0.983893
-39.0,1,0.984894
-34.815679,5,0.986896
-37.0,3,0.987896
-37.0,3,0.988898
-35.990482,4,0.9909
-37.914559,2,0.9909
-35.686254,4,0.992901
-35.870957,4,0.994903
-38.21882,2,0.995904
-39.0,1,0.995904
-38.243319,2,0.996905
-37.926419,2,0.997906
-39.0,1,0.997906
-37.707596,2,0.998907
-37.0,3,0.999908
-39.0,1,1.000908
-37.0,3,1.001909
-25.588352,16,1.007915
-36.200665,4,1.009916
-34.430434,6,1.011918
-37.687818,2,1.012919
-39.0,1,1.01392
-33.407483,8,1.016922
-39.0,1,1.016922
-31.735325,7,1.019926
-37.0,3,1.020926
-37.0,3,1.022928
-34.190914,7,1.025931
-39.0,1,1.025931
-39.0,1,1.026932
-34.646724,5,1.027933
-39.0,1,1.028934
-36.239659,4,1.029935
-32.070837,9,1.033938
-32.219105,7,1.036941
-37.0,3,1.037942
-35.606751,4,1.038943
-26.895077,12,1.044948
-39.0,1,1.045949
-36.118246,4,1.047951
-39.0,1,1.048952
-38.129981,2,1.049953
-27.633757,12,1.053957
-30.471923,10,1.05796
-37.909154,2,1.058961
-38.216027,2,1.059962
-38.362674,2,1.060963
-34.492583,6,1.062965
-39.0,1,1.063966
-39.0,1,1.063966
-39.0,1,1.064967
-39.0,1,1.064967
-39.0,1,1.064967
-34.342516,5,1.066968
-38.08379,2,1.06797
-39.0,1,1.06897
-39.0,1,1.06897
-38.349262,2,1.069971
-33.726055,7,1.072973
-38.31683,2,1.073975
-34.506263,6,1.075977
-38.310043,2,1.076977
-39.0,1,1.076977
-35.722393,4,1.078979
-34.822394,6,1.080981
-37.6,2,1.081982
-37.0,3,1.082984
-33.054201,8,1.086987
-35.035218,5,1.088989
-38.153803,2,1.089989
-35.107983,5,1.091991
-38.228869,2,1.092992
-39.0,1,1.092992
-36.233405,4,1.094994
-39.0,1,1.094994
-34.862953,5,1.096996
-32.450016,7,1.099998
-33.487199,7,1.104002
-37.0,3,1.105003
-33.268045,6,1.107005
-33.655119,6,1.110008
-39.0,1,1.110008
-39.0,1,1.111009
-39.0,1,1.111009
-33.54396,7,1.114011
-37.0,3,1.115012
-37.956786,2,1.116013
-38.193435,2,1.117014
-35.565685,5,1.119016
-39.0,1,1.120016
-39.0,1,1.120016
-37.0,3,1.121017
-37.0,3,1.123019
-32.405549,7,1.125021
-32.476498,7,1.128024
-37.78059,2,1.129025
-39.0,1,1.129025
-39.0,1,1.130026
-36.3381,4,1.131027
-35.480572,5,1.133029
-39.0,1,1.13403
-37.652716,2,1.13503
-39.0,1,1.13503
-38.268568,2,1.136031
-37.735032,2,1.137032
-34.886986,5,1.139034
-37.0,3,1.140035
-39.0,1,1.140035
-34.14268,7,1.14604
-37.745164,2,1.147041
-38.393822,2,1.148042
-28.888884,10,1.152046
-39.0,1,1.152046
-33.365685,6,1.155049
-21.379747,18,1.162055
-35.846541,4,1.164056
-27.171682,12,1.92775
-36.164835,4,1.929751
-17.693968,22,1.93976
-30.470582,8,1.943763
-29.387118,11,1.948769
-39.0,1,1.948769
-36.168372,4,1.95077
-35.232745,5,1.953773
-27.520826,11,1.957777
-29.107882,12,1.962781
-34.435759,5,1.965784
-14.560886,25,1.976794
-37.612975,2,1.977795
-38.111918,2,1.978795
-35.246719,5,1.981798
-37.903041,2,1.9828
-32.899197,7,1.985802
-38.150046,2,1.986803
-39.0,1,1.987804
-33.365685,6,1.990807
-18.312409,20,1.999815
-39.0,1,1.999815
-31.775774,9,2.00482
-33.793727,7,2.006821
-31.220078,9,2.010825
-33.110501,6,2.013827
-27.179252,12,2.019833
-37.0,3,2.021835
-29.639872,11,2.026839
-31.243641,8,2.030843
-31.253724,9,2.034847
-22.784315,15,2.040852
-34.477336,5,2.042853
-29.264911,10,2.047858
-28.038912,11,2.052863
-35.693562,4,2.054865
-28.551006,13,2.06087
-37.690795,2,2.061871
-27.791453,12,2.066875
-27.043583,11,2.07188
-37.0,3,2.072881
-37.0,3,2.074883
-31.636834,8,2.077886
-35.96022,4,2.079887
-27.954653,11,2.084892
-31.358491,8,2.088895
-37.898681,2,2.089896
-31.798615,9,2.093901
-31.48348,9,2.097903
-34.108253,6,2.100907
-37.0,3,2.102908
-37.0,3,2.103909
-26.007792,13,2.109915
-35.6,4,2.111916
-39.0,1,2.111916
-37.662847,2,2.112917
-33.652149,7,2.116921
-33.427448,7,2.119924
-36.197142,4,2.121926
-34.524409,5,2.123928
-32.280413,7,2.12593
-39.0,1,2.12693
-38.275405,2,2.127931
-39.0,1,2.127931
-37.0,3,2.128932
-31.893996,7,2.131935
-35.515511,5,2.133937
-37.611485,2,2.134938
-37.846197,2,2.135939
-12.096442,30,2.14795
-31.926419,8,2.150953
-32.620314,8,2.153955
-28.643594,13,2.158959
-29.382319,12,2.163964
-37.0,3,2.164965
-17.786681,25,2.175975
-34.448547,5,2.177976
-23.672422,17,2.184983
-39.0,1,2.184983
-26.651534,11,2.188987
-15.911965,21,2.197995
-30.208202,9,2.200998
-39.0,1,2.201999
-35.456653,5,2.204
-38.258653,2,2.205001
-32.264911,9,2.208004
-35.713532,4,2.210006
-37.0,3,2.211007
-39.0,1,2.212008
-38.325964,2,2.213009
-28.56983,12,2.217012
-37.0,3,2.219014
-31.419605,10,2.224019
-34.140416,6,2.227021
-37.0,3,2.228022
-37.605031,2,2.229023
-32.482475,7,2.232026
-24.501133,18,2.239032
-31.606503,8,2.242035
-39.0,1,2.242035
-18.079203,22,2.251043
-16.628923,23,2.261052
-32.89348,8,2.264055
-31.875098,9,2.268059
-34.567446,5,2.27006
-23.908169,15,2.275065
-36.190037,4,2.277066
-18.101244,22,2.296084
-34.83475,5,2.299086
-39.0,1,2.300087
-32.870576,8,2.307094
-38.321372,2,2.309096
-37.683749,2,2.310097
-26.435352,13,2.316102
-34.349385,5,2.318104
-32.67633,7,2.321106
-30.371292,10,2.326111
-39.0,1,2.326111
-34.590006,5,2.328113
-39.0,1,2.329114
-35.807906,4,2.330115
-29.702216,10,2.334118
-37.0,3,2.33612
-29.402203,9,2.340124
-33.1241,6,2.342126
-39.0,1,2.343127
-26.327842,13,2.348131
-37.0,3,2.349132
-38.073581,2,2.350132
-27.2636,12,2.396175
-38.337783,2,2.397176
-33.353911,8,2.400178
-39.0,1,2.40118
-38.338627,2,2.40118
-36.388602,4,2.403181
-37.0,3,2.404182
-38.345186,2,2.405183
-30.582907,9,2.408185
-37.0,3,2.410187
-33.571056,8,2.41319
-31.106782,8,2.416193
-30.225226,10,2.420197
-30.271592,10,2.4242
-39.0,1,2.4242
-37.0,3,2.426202
-32.890824,8,2.429205
-39.0,1,2.429205
-35.481486,5,2.431207
-35.142673,5,2.433208
-37.0,3,2.43521
-26.603421,15,2.440215
-18.22824,21,2.449223
-39.0,1,2.449223
-39.0,1,2.450224
-37.0,3,2.451225
-34.303619,6,2.453227
-34.434315,5,2.456229
-28.694492,11,2.460233
-37.0,3,2.461234
-35.461969,5,2.463236
-32.457844,7,2.466238
-32.73558,7,2.469241
-30.131371,11,2.473245
-34.575416,5,2.475247
-26.899197,13,2.480251
-18.967641,19,2.488258
-35.636811,5,2.49026
-39.0,1,2.49026
-34.873078,6,2.493263
-24.812712,14,2.498268
-32.440339,7,2.50127
-13.684511,30,2.513281
-36.381389,4,2.514282
-39.0,1,2.515283
-35.610402,4,2.516284
-32.279217,8,2.519287
-37.0,3,2.521289
-39.0,1,2.521289
-22.836504,15,2.527294
-32.861313,8,2.530296
-32.556269,8,2.533299
-34.435862,5,2.535301
-21.548664,18,2.542307
-37.0,3,2.543308
-37.0,3,2.544309
-28.65654,10,2.548313
-32.875394,7,2.551316
6.77746,45,2.568331
-39.0,1,2.568331
-37.0,3,2.570333
-38.360188,2,2.570333
-33.167088,6,2.573336
-16.496364,21,2.581343
-37.76596,2,2.582344
-33.0,7,2.584346
-29.0,11,2.58935
-32.488472,7,2.592353
-34.784638,6,2.594355
-33.057273,7,2.597357
-27.304913,14,2.602362
-34.453163,5,2.604364
-33.0,7,2.607366
-35.77606,5,2.609368
-38.368964,2,2.610369
-23.649242,18,2.616374
-38.190414,2,2.617376
-34.764444,5,2.619377
-39.0,1,2.620378
-31.806709,9,2.624382
-39.0,1,2.624382
-31.732459,8,2.627384
-32.815362,8,2.630387
-30.100349,11,2.635391
-32.893464,9,2.638394
-37.652716,2,2.639395
-35.20177,5,2.641397
-36.009518,4,2.643399
-30.0793,12,2.647403
-39.0,1,2.648404
-24.963711,15,2.654409
-33.256144,6,2.656411
-35.676809,4,2.658413
-32.673675,7,2.660414
-33.881944,7,2.663417
-35.546509,5,2.665419
-32.328586,7,2.668422
-29.430887,11,2.672426
-36.083617,4,2.674427
-38.225226,2,2.675428
-38.321068,2,2.676429
-34.56362,6,2.678431
-30.357779,11,2.683436
-39.0,1,2.683436
-38.041434,2,2.684436
-12.682465,29,2.695446
-20.266831,18,2.702453
-37.977846,2,2.703454
-37.0,3,2.704454
-21.184852,18,2.711461
-35.709719,4,2.713463
-34.036149,6,2.715465
-37.0,3,2.716465
-31.301159,8,2.719468
-39.0,1,2.720469
-33.15891,6,2.722471
-24.204553,16,2.728476
-38.146191,2,2.729477
-29.59353,10,2.733481
-34.529544,5,2.735483
-35.691886,4,2.736484
-35.696328,4,2.738485
-35.564978,5,2.740487
-25.175097,14,2.746493
-34.504448,5,2.748495
-24.260457,17,2.755501
-22.608346,16,2.762507
-38.049242,2,2.763508
-35.478939,5,2.76551
-35.766861,4,2.767512
-39.0,1,2.767512
-38.311035,2,2.768512
-34.719522,5,2.770515
-37.0,3,2.771516
-39.0,1,2.772516
-39.0,1,2.772516
-39.0,1,2.772516
-37.0,3,2.774518
-26.361287,15,2.780524
-34.77155,6,2.782526
-39.0,1,2.782526
-39.0,1,2.783526
-37.0,3,2.784528
-31.516949,8,2.78753
-37.0,3,2.788531
-21.980687,20,2.799541
-34.543344,5,2.801543
-39.0,1,2.802544
-34.588681,5,2.804545
-35.947836,4,2.805546
-35.704058,4,2.807548
-37.6,2,2.808549
-32.363166,8,2.811552
-34.893904,6,2.814554
-30.327842,9,2.817557
-8.267541,32,2.830569
-2.170445,42,3.617283
-33.798615,7,3.620286
-14.26718,23,3.631296
-10.561274,28,3.644307
9.859758,47,3.665326
-37.0,3,3.667328
-18.635795,21,3.677338
-16.442221,23,3.688347
19.210519,60,3.715372
-25.645194,13,3.722378
-22.162396,16,3.729384
-38.192626,2,3.730385
-33.0,7,3.734389
-33.301614,6,3.736391
-37.0,3,3.738392
-35.682975,4,3.740395
-8.018087,33,3.755409
-37.0,3,3.75741
-30.215314,10,3.761414
-29.142557,11,3.766418
-15.315559,25,3.777428
-32.811146,7,3.780431
-30.227087,10,3.784434
-21.552019,17,3.79144
-34.215314,6,3.793442
-33.970093,6,3.796446
