#{"t_start": 1702207266.3098373, "env_id": "None"}
r,l,t
-0.1118,60,19.736052
-0.1293,61,19.759073
631.6525,722,20.014305
-0.1317,67,20.038327
95.0455,252,20.128409
-0.133,62,20.150429
-0.0906,59,20.172448
-0.1135,57,20.192467
-0.1651,71,20.218491
-0.1338,61,20.24051
729.5968,805,21.259437
-0.1032,63,21.282458
-2.2217,248,21.371539
-4.5426,387,21.511667
-1.6965,235,21.595743
-0.0826,52,21.615761
-0.0856,62,21.637781
-0.0837,61,21.660802
-1.2526,213,22.511576
243.6229,296,22.635689
-0.6741,148,22.698746
-0.0955,58,22.719766
86.2424,146,22.773815
-0.1644,72,22.799839
72.4679,128,22.847882
-0.1036,56,22.8679
-0.0786,55,22.887918
-0.2017,79,22.917946
-0.3205,99,22.954483
-0.1183,59,22.977504
-0.419,116,23.019542
-0.2095,91,23.052572
-0.1249,65,23.076594
-0.1311,59,23.099615
-0.1217,67,23.125638
-0.0673,57,23.147658
421.6956,487,24.214629
-0.1346,67,24.245656
-0.1192,57,24.271681
-0.0838,51,24.293701
-0.6597,138,24.348751
-0.1117,58,24.370771
-0.0756,56,24.39179
-0.0893,62,24.414811
66.5126,120,24.458851
-2.036,252,24.549934
-0.1516,72,24.575958
-0.127,63,24.598979
-0.1108,61,24.621999
-0.1194,61,24.644019
-0.0941,56,24.664038
-0.097,54,24.684056
-3.0129,320,24.797159
-0.0746,58,24.819179
-0.1122,61,24.841199
-0.155,63,24.86422
-0.1437,63,24.888241
-0.2057,82,24.918269
-0.1744,67,25.712493
-0.0917,61,25.743522
-0.0662,61,25.773549
-0.1107,59,25.802576
-0.1476,64,25.830601
-0.1296,65,25.858627
94.1386,152,25.919682
-0.1633,75,25.947708
-0.1265,63,25.970729
-0.0669,60,25.992749
-0.1279,61,26.015769
-0.4807,126,26.060811
-0.1009,54,26.080829
393.5815,459,26.243977
-0.0972,60,26.265997
-0.0729,59,26.288017
-0.118,59,26.310037
-0.081,56,26.330056
-0.1641,63,26.353076
316.3577,374,27.219865
-0.0975,65,27.24789
-0.1097,61,27.273914
286.0275,799,27.578213
-2.4269,263,27.673299
-0.1466,67,27.698322
105.1095,160,27.757376
-0.0895,60,27.779396
-0.0771,51,27.798413
388.1324,309,27.909514
108.3092,165,27.968568
-0.1002,54,28.77483
-0.1081,61,28.799853
-0.1311,61,28.825876
-0.0857,62,28.853902
-0.1519,61,28.879925
-0.1823,64,28.908952
-0.0775,55,28.931973
-0.1693,65,28.960999
-0.1256,63,28.986022
-0.1155,56,29.007041
48.4603,121,29.053083
-0.1439,60,29.075104
-0.1042,58,29.098125
-0.1148,61,29.120144
-0.0558,55,29.141164
380.2329,568,29.353873
-0.2782,87,29.384901
-0.0698,58,29.406921
183.3914,238,29.490998
-0.085,57,29.512016
-0.1493,60,29.535038
-0.1099,64,29.558059
-0.0782,57,30.289226
-0.0805,54,30.311748
-0.1359,64,30.336771
-0.8533,149,30.396826
-4.6815,404,30.546963
77.3644,135,30.595006
-0.1207,59,30.617026
-0.182,80,30.645052
-0.1269,60,30.667072
-0.1171,59,30.689093
-0.7796,152,30.74214
-0.7309,135,30.798191
-0.0973,59,30.822213
-0.2982,105,30.864755
-0.1454,61,30.887775
282.7425,342,31.013393
-0.1282,59,31.035414
-0.8565,162,31.801612
-0.0828,60,31.825634
-0.1097,60,31.848655
-0.1447,61,31.874678
148.2997,204,31.953751
-3.9747,384,32.090876
-0.1229,60,32.113896
-0.2461,97,32.149929
-0.1185,65,32.173951
-0.1458,71,32.199975
-0.1773,65,32.223996
-0.0751,56,32.245016
-0.1477,63,32.268037
147.8837,200,32.340102
-0.1535,71,32.366126
-0.1257,66,32.391149
-0.1732,63,32.413169
-0.1511,62,32.43619
-1.8897,260,33.249476
-0.1225,64,33.277502
242.2977,234,33.369585
70.4756,124,33.41863
-0.1259,62,33.441652
-2.0631,248,33.530733
-0.0853,53,33.550751
-4.7473,405,33.693881
-0.1504,71,33.719904
-0.3768,106,33.75894
-0.9181,164,33.816993
-4.1595,369,33.949113
-0.1568,63,33.971133
83.4471,137,34.747839
-0.1194,65,34.774864
-0.262,101,34.818904
-0.1726,70,34.846929
-0.1336,62,34.871953
-0.161,62,34.897976
-0.1341,57,34.918995
83.2099,142,34.970042
-0.1253,62,34.995064
-0.1506,64,35.019086
-0.4066,116,35.060124
-1.4708,226,35.141197
-0.2485,85,35.171225
-0.0982,61,35.194245
-0.1776,65,35.217266
-0.1636,83,35.248295
-0.1036,65,35.273317
-0.4437,116,35.315356
-0.2193,104,35.35339
-0.0498,57,35.373409
-0.1382,61,35.395429
-0.4066,114,35.436466
-0.6126,139,36.225183
-0.0698,61,36.249205
-0.0901,60,36.273226
103.302,155,36.337285
-0.1135,61,36.363316
-0.1172,61,36.387338
-0.1044,53,36.407357
-0.109,61,36.430377
-0.1061,62,36.452398
-0.101,64,36.476419
-0.1234,57,36.496438
233.613,331,36.621551
-0.0762,62,36.644572
-0.1139,54,36.664591
-0.0906,58,36.68561
-0.1173,63,36.708631
-0.1521,64,36.731652
-0.0991,73,36.758676
-0.1185,67,36.782698
-0.1214,57,36.804718
-0.1459,64,36.827739
-1.6922,226,36.908813
-0.1152,53,36.92783
-0.1171,57,36.948849
-0.147,60,36.97087
-0.111,62,37.752579
-0.135,60,37.778105
-0.0646,55,37.801126
-0.1113,62,37.828151
-0.09,53,37.851171
-0.2595,94,37.890207
-0.1127,58,37.914229
-0.1181,62,37.939252
-0.4953,126,37.983292
-0.4555,117,38.026331
58.7511,110,38.066367
62.7896,187,38.133428
-0.0823,62,38.15645
205.2268,376,38.291572
-0.1276,68,38.316595
-0.1295,60,38.338615
-0.2854,92,38.372646
-0.0964,56,38.39867
-0.1165,64,38.423693
-0.057,59,38.446713
-0.1371,62,38.471736
-0.109,65,38.498761
-0.1069,62,39.293483
-0.1408,63,39.321509
-0.1195,60,39.347533
168.7149,219,39.439616
-0.0915,61,39.466641
-0.1773,77,39.499671
-0.1808,76,39.527697
-0.0673,62,39.551718
-0.0672,55,39.572738
-0.1402,61,39.59676
-0.0757,53,39.615777
-0.106,61,39.638798
-0.207,78,39.667327
-0.3098,107,39.709366
-0.8103,164,39.76942
-0.1461,60,39.79144
-3.5691,337,39.912551
-2.0413,270,40.026654
-0.1535,58,40.048675
-0.1825,63,40.071695
-0.1343,60,40.838392
131.0091,185,40.918466
-0.1701,64,40.949493
-1.118,186,41.023561
-0.0959,64,41.048584
-0.1062,58,41.070219
-0.0999,63,41.092624
-0.0631,63,41.115645
190.2076,249,41.207232
-1.4781,220,41.287304
-0.1633,64,41.310325
-0.1134,58,41.331345
-0.2177,79,41.35937
-0.0892,64,41.383392
-0.0723,58,41.404411
-0.1535,62,41.426431
-0.1478,66,41.450453
-0.1056,61,41.472473
-0.0745,58,41.494493
-0.0576,59,41.515512
132.0342,187,41.582573
-0.1194,58,41.603592
107.1333,166,42.396837
-0.1209,59,42.420859
-0.1733,74,42.447884
257.1801,364,42.588011
-0.0993,61,42.610032
-0.0855,57,42.631051
-0.8829,162,42.689104
295.3827,358,42.81722
-0.0921,54,42.837238
-0.1346,57,42.860259
-0.2077,80,42.889286
-0.0954,62,42.911306
-0.1187,60,42.933326
-0.0885,58,42.954345
-0.1342,73,42.981369
-0.1515,67,43.005391
-0.2032,80,43.033417
-0.1604,72,43.05944
-0.1525,63,43.082461
-0.2617,92,43.81813
-0.0876,58,43.842152
-0.2613,89,43.878185
-0.1037,59,43.904208
-0.0736,54,43.926229
-0.0487,57,43.95025
-0.1182,64,43.977275
-0.1711,68,44.005301
-0.1046,59,44.027321
-0.0745,59,44.053344
-0.088,64,44.083372
-0.1216,58,44.104391
-0.0802,62,44.127412
-0.1265,65,44.151434
-0.0539,58,44.172453
-0.149,66,44.196474
-0.1013,56,44.217494
242.0332,317,44.331598
-0.1263,70,44.35662
-0.1084,60,44.37864
105.9768,161,44.435692
258.963,346,44.558804
-0.0974,59,45.334509
-0.0952,57,45.359532
-0.1068,65,45.383554
-0.5769,139,45.438604
-4.4846,366,45.577731
274.8851,262,45.671816
182.2833,239,45.756894
-0.6293,132,45.803936
-4.5596,381,45.943063
-3.8396,334,46.065174
-0.1677,67,46.839381
-0.2812,96,46.879418
-1.6242,224,46.974504
-0.1018,60,47.008535
-0.1364,59,47.03556
-0.0975,60,47.058581
-0.132,56,47.078599
-0.0678,57,47.099618
-0.1199,59,47.121639
158.6993,210,47.20071
-0.2191,82,47.237744
-0.088,58,47.259764
-0.1368,58,47.282785
-0.0975,57,47.304805
-0.0844,62,47.330828
-0.1898,71,47.358854
-6.0153,444,47.54102
-0.166,72,47.572047
-0.1865,83,47.604077
-0.0805,54,47.625096
-0.1187,67,47.650119
139.0093,194,48.543953
269.9209,407,48.708103
-0.1548,59,48.729122
-0.1852,64,48.753144
-1.9654,236,48.83722
192.9279,247,48.943317
18.7497,75,48.971342
-0.124,60,48.995868
-0.1143,57,49.018889
-0.0981,54,49.038907
-0.0907,61,49.061929
-0.498,132,49.109972
-0.0996,65,49.135996
165.237,221,49.231082
-0.1349,61,49.255104
-0.1065,56,49.276123
-0.1457,64,50.071348
-0.1163,59,50.098373
-0.0979,60,50.124397
-0.0584,54,50.147417
-0.1766,90,50.188464
-0.1149,67,50.21749
-0.0988,63,50.246517
-0.038,61,50.273542
-0.7302,149,50.329592
375.9328,437,50.485735
-0.6282,148,50.538783
-0.0603,55,50.559802
-0.1438,58,50.580822
-0.083,62,50.602841
-0.0916,51,50.621859
-0.211,77,50.648883
-0.0943,65,50.672905
-0.0619,56,50.692923
-0.291,102,50.729957
-0.0735,56,50.749975
-0.3213,99,50.785007
-0.1834,68,50.81003
-0.4507,110,51.594755
153.2085,244,51.693846
-0.0886,56,51.717867
-0.142,65,51.749897
-0.1129,67,51.778923
-0.1806,74,51.806949
-0.1568,68,51.831972
-0.0914,64,51.854993
-0.0704,55,51.875011
126.9686,184,51.941071
-0.111,67,51.965093
-0.2826,95,51.999123
-0.1171,60,52.021144
79.4887,134,52.068187
-0.1788,75,52.095211
-0.0889,60,52.117231
-0.1721,65,52.140252
-0.1213,57,52.161271
-0.1173,56,52.181289
-0.0469,57,52.202309
-0.0745,60,52.22533
-0.112,66,52.249352
-0.1261,62,52.272372
-0.2289,84,52.303401
-0.1029,65,52.327422
-0.1149,60,52.349442
-0.3243,104,53.118142
-0.0708,53,53.13916
-0.0804,59,53.163182
-0.0979,57,53.191208
-0.0822,58,53.218232
-0.1441,64,53.246257
-0.1281,57,53.271281
-0.321,95,53.307314
-0.0867,61,53.331335
-0.1534,69,53.356358
-0.0958,59,53.377377
-0.1325,61,53.399397
-0.0782,59,53.421417
-0.318,102,53.45745
227.1155,299,53.563547
132.8093,353,53.689662
-0.0536,59,53.711682
120.0613,175,53.773738
-0.1159,60,53.795758
-0.3545,107,53.833792
-0.139,62,53.855813
-0.1609,67,54.6125
-0.0642,56,54.636522
-0.1073,71,54.66755
-2.7478,299,54.790165
-0.1017,53,54.809183
-1.0256,178,54.87224
-0.1071,64,54.896262
-0.1168,58,54.917281
178.4135,235,55.001358
-0.0561,56,55.022377
-0.1053,65,55.045398
-0.0741,60,55.068419
-1.975,244,55.1575
-0.1632,65,55.18052
-0.3221,102,55.217554
-0.5985,139,55.266599
-0.0808,58,55.288619
-0.252,89,55.320648
-0.0983,66,55.343669
184.9749,242,56.159421
-0.0847,60,56.186445
-1.3269,207,56.267519
-0.1839,72,56.295545
-0.146,63,56.320568
80.4639,218,56.398145
-1.7505,235,56.482218
-0.1089,60,56.504238
-0.0876,60,56.525257
-0.1058,62,56.548278
-0.1466,60,56.569297
-0.1104,56,56.589316
-0.1466,61,56.611336
-0.3651,104,56.64937
-1.8371,234,56.732446
-0.0887,60,56.754466
-0.1218,56,56.774484
207.8837,260,57.627259
-0.6276,145,57.692318
-0.0958,56,57.717341
-0.1629,76,57.752373
-0.0926,64,57.780399
-0.1309,62,57.804421
96.4655,150,57.860472
-0.0943,58,57.881491
-0.0749,63,57.905513
267.8288,326,58.02362
-2.651,282,58.124712
-0.1427,63,58.147733
-0.112,60,58.169753
-0.0947,60,58.191773
-1.5262,225,58.272847
-0.219,87,58.304876
-0.1652,66,58.328898
-0.339,104,58.366932
-0.086,67,59.162167
-0.0821,58,59.188191
-0.0705,55,59.215216
-0.1757,64,59.244242
-0.105,60,59.271266
105.1514,163,59.340329
-0.1454,68,59.365352
-0.1,61,59.388373
305.0329,360,59.517491
-0.1684,69,59.543515
217.6012,276,59.643605
-0.0648,58,59.664624
-0.0892,53,59.684643
-0.3471,103,59.721677
114.1683,168,59.783733
-0.117,55,59.803751
-0.112,59,59.825771
-0.1179,54,59.845789
-0.0653,60,59.867809
-0.1285,64,59.890831
-0.0957,60,59.91285
-0.1217,61,60.696563
-0.1545,63,60.722587
-0.0474,59,60.745608
-0.369,110,60.794652
-0.1935,80,60.829684
