#{"t_start": 1674390088.3221908, "env_id": null}
r,l,t
-29.353276,11,4.173788
-37.603511,2,4.174789
-36.391239,4,4.17579
-33.617204,6,4.177792
-30.318712,9,4.180794
-30.873078,10,4.183797
-34.730437,6,4.185799
-29.037839,10,4.188802
-29.316606,10,4.192805
-37.775922,2,4.192805
-37.0,3,4.193806
-38.339606,2,4.194807
-37.0,3,4.195808
-27.448587,13,4.199811
-39.0,1,4.200813
-39.0,1,4.200813
-39.0,1,4.200813
-33.980361,7,4.203815
-39.0,1,4.203815
-39.0,1,4.203815
-37.0,3,4.204816
-33.96053,7,4.243851
-38.377132,2,4.243851
-38.35113,2,4.244853
-37.0,3,4.245853
-37.0,3,4.246854
-39.0,1,4.247855
-39.0,1,4.247855
-38.310043,2,4.248856
-38.342275,2,4.249857
-31.820402,9,4.25286
-34.198039,6,4.254862
-31.749212,7,4.256863
-31.238704,8,4.259866
-38.380477,2,4.259866
-36.380235,4,4.261868
-39.0,1,4.261868
-36.303619,4,4.26387
-32.052023,9,4.265871
-37.984638,2,4.266872
-39.0,1,4.266872
-37.0,3,4.267873
-39.0,1,4.268874
-37.0,3,4.269875
-37.90699,2,4.270876
-34.257329,5,4.271877
-36.201505,4,4.272878
-35.499524,5,4.274879
-39.0,1,4.274879
-28.325645,11,4.278883
-39.0,1,4.278883
-35.155255,5,4.280885
-37.6259,2,4.281886
-39.0,1,4.281886
-39.0,1,4.281886
-39.0,1,4.282887
-37.0,3,4.283888
-39.0,1,4.283888
-33.523565,7,4.285889
-38.252058,2,4.28689
-38.104546,2,4.287892
-32.170707,7,4.289893
-39.0,1,4.289893
-33.809022,6,4.291895
-25.681177,13,4.295898
-39.0,1,4.296899
-30.81941,8,4.298901
-37.0,3,4.299902
-39.0,1,4.300903
-37.0,3,4.301904
-38.4,2,4.301904
-34.917154,5,4.303906
-25.156966,14,4.30891
-39.0,1,4.30891
-25.894667,12,4.312914
-37.971509,2,4.312914
-37.0,3,4.313915
-31.877399,7,4.316918
-37.0,3,4.317919
-38.303619,2,4.317919
-31.998681,10,4.321922
-39.0,1,4.321922
-39.0,1,4.321922
-32.151876,8,4.324925
-27.328845,14,4.328929
-25.328845,16,4.333933
-39.0,1,4.334934
-38.277188,2,4.334934
-30.809994,10,4.337937
-26.862879,13,4.341941
-35.789043,5,4.343942
-32.754914,7,4.345944
-35.700288,4,4.347946
-35.990914,4,4.348947
-33.356033,6,4.350948
-37.0,3,4.35195
-31.707768,9,4.354952
-37.0,3,4.355953
-39.0,1,4.355953
-36.305862,4,4.356954
-37.0,3,4.357955
-35.640509,4,4.359957
-33.79763,7,4.361959
-37.846197,2,4.362959
-35.0,5,4.363961
-37.0,3,4.364961
-35.032259,5,4.366963
-37.0,3,4.367964
-33.846197,6,4.369966
-32.045347,9,4.372968
-39.0,1,4.372968
-37.0,3,4.37397
-33.0,7,4.375971
-39.0,1,4.376972
-37.0,3,4.377973
-35.608164,4,4.378974
-37.0,3,4.379975
-38.3599,2,4.380976
-37.0,3,4.381977
-38.121178,2,4.381977
-37.0,3,4.382978
-34.145146,6,4.384979
-36.369579,4,4.38598
-34.362674,6,4.387982
-38.246888,2,4.388983
-38.152678,2,4.389984
-39.0,1,4.389984
-39.0,1,4.389984
-38.11119,2,4.390985
-25.600525,14,4.394989
-37.676809,2,4.39599
-39.0,1,4.396991
-36.09301,4,4.397991
-32.378301,7,4.399993
-39.0,1,4.399993
-37.699446,2,4.400994
-39.0,1,4.401995
-34.434733,5,4.402996
-28.682622,11,4.407
-33.721197,6,4.409001
-33.273093,6,4.410002
-37.0,3,4.411003
-39.0,1,4.412004
-37.0,3,4.413005
-39.0,1,4.413005
-31.251942,8,4.416008
-39.0,1,4.416008
-32.958011,7,4.41801
-35.735032,4,4.420011
-36.4,4,4.421012
-37.937169,2,4.422013
-32.064336,7,4.424015
-38.102318,2,4.425017
-37.0,3,4.426016
-33.438699,6,4.428019
-39.0,1,4.428019
-38.4,2,4.42902
-37.990482,2,4.42902
-37.0,3,4.43002
-39.0,1,4.431021
-37.0,3,4.432022
-37.0,3,4.433023
-39.0,1,4.433023
-39.0,1,4.433023
-34.490618,5,4.435025
-35.678079,4,4.436026
-37.607295,2,4.437027
-36.009518,4,4.438028
-37.0,3,4.439028
-37.727842,2,4.44003
-32.717371,7,4.442031
-36.207083,4,4.444033
-38.150046,2,4.444033
-39.0,1,4.445034
-34.243166,7,4.447036
-37.937169,2,4.448037
-30.562533,8,4.450039
-39.0,1,4.451039
-32.257367,9,4.453041
-39.0,1,4.454042
-35.342674,5,4.455043
-37.76596,2,4.456044
-37.721718,2,4.457045
-37.0,3,4.458046
-28.391695,12,4.461049
-37.821685,2,4.462049
-39.0,1,4.46305
-38.382222,2,4.46305
-33.613864,6,4.465052
-37.708846,2,4.466053
-37.0,3,4.467054
-38.129043,2,4.467054
-38.315304,2,4.468055
-38.012488,2,4.469056
-39.0,1,4.469056
-33.574142,8,4.472059
-37.812394,2,4.472059
-29.402573,10,4.476062
-33.385866,6,4.478064
-36.364522,4,4.479065
-38.368051,2,4.480066
-36.384604,4,4.481066
-39.0,1,4.481066
-39.0,1,4.482068
-39.0,1,4.482068
-34.36549,6,4.484069
-36.384599,4,4.48507
-37.0,3,4.486071
-38.312317,2,4.487072
-39.0,1,4.487072
-38.0737,2,4.488073
-33.109158,6,4.490075
-37.643771,2,4.491076
-36.397911,4,4.492077
-37.0,3,4.493078
-39.0,1,4.493078
-39.0,1,4.494079
-34.243006,6,4.49608
-37.0,3,4.497081
-37.671706,2,4.497081
-37.0,3,4.498082
-20.953439,17,4.504087
-34.811128,6,4.506089
-38.278558,2,4.506089
-37.0,3,4.50709
-37.0,3,4.508091
-37.827738,2,4.509092
-39.0,1,4.509092
-35.667619,4,4.511094
-34.154428,6,4.512095
-33.129424,6,4.514097
-35.439608,5,4.516098
-37.638166,2,4.517099
-32.357139,8,4.519101
-32.817375,6,4.521103
-29.405683,9,4.524106
-39.0,1,4.524106
-37.0,3,4.525106
-27.775097,11,4.52911
-39.0,1,4.52911
-37.0,3,4.530111
-37.0,3,4.531112
-32.284751,7,4.533114
-36.033105,4,4.535116
-36.239962,4,4.536117
-32.620327,8,4.538118
-37.0,3,4.539119
-33.781207,7,4.542122
-33.831206,6,4.544124
-39.0,1,4.544124
-37.0,3,4.545125
-34.614134,6,4.547127
-37.0,3,4.548128
-35.686254,4,4.549129
-29.601507,10,4.552131
-37.603222,2,4.553132
-39.0,1,4.553132
-38.31683,2,4.554133
-34.828798,6,4.556135
-39.0,1,4.556135
-34.558508,5,4.558137
-30.326893,10,4.561139
-35.639435,4,4.56214
-39.0,1,4.563141
-34.45765,5,4.564142
-39.0,1,4.565143
-39.0,1,4.565143
-38.29226,2,4.566144
-37.0,3,4.567145
-37.0,3,4.568146
-39.0,1,4.568146
-36.213295,4,4.569147
-37.0,3,4.570148
-39.0,1,4.574151
-37.0,3,4.575152
-34.102328,7,4.577154
-37.0,3,4.578155
-35.6,4,4.579156
-39.0,1,4.580157
-39.0,1,4.580157
-39.0,1,4.580157
-36.185898,4,4.582158
-35.74105,4,4.583159
-21.715732,18,4.589165
-22.001665,17,5.286797
-35.7203,4,5.287798
-25.849503,14,5.291802
-34.116641,7,5.294805
-34.201385,5,5.295805
-33.61406,7,5.297807
-31.6,8,5.30081
-34.593208,7,5.302812
-37.0,3,5.303813
-36.278282,4,5.305815
-27.307924,15,5.309818
-33.33692,6,5.31182
-37.0,3,5.312821
-35.272414,5,5.314823
-27.145309,13,5.318826
-9.265105,30,5.327834
-36.368211,4,5.328835
-34.3238,5,5.330837
-37.0,3,5.331838
-39.0,1,5.331838
-36.399525,4,5.33384
-37.757364,2,5.33384
-37.0,3,5.334841
-32.495157,7,5.336843
-30.942727,9,5.339846
-30.668189,10,5.342848
-36.355418,4,5.34485
-37.0,3,5.345851
-35.604654,4,5.346852
-12.000762,26,5.354859
-20.129624,21,5.360864
-27.56373,13,5.364868
-36.028491,4,5.36687
-35.618611,4,5.367871
-34.850979,6,5.369873
-36.168372,4,5.370873
-29.0,11,5.374877
-37.0,3,5.375878
-24.327128,17,5.380883
-33.158459,6,5.382885
-37.0,3,5.383885
-34.402984,5,5.384886
-37.665106,2,5.385887
-34.23907,6,5.387889
-31.06638,9,5.390892
-34.425387,6,5.392894
-31.436016,10,5.396897
-37.0,3,5.397898
-37.0,3,5.398899
-29.335089,11,5.402903
-31.256144,8,5.404905
-35.681064,4,5.405905
-29.023529,11,5.409909
-26.965283,13,5.413913
-37.704327,2,5.414913
-35.116389,5,5.415914
-33.771882,6,5.417916
-20.354806,21,5.425924
-28.03978,12,5.430928
-35.659359,4,5.431929
-37.0,3,5.433931
-33.698228,6,5.435933
-34.456095,5,5.436934
-19.429381,21,5.44394
-35.783728,4,5.444941
-37.698228,2,5.445942
-34.45546,5,5.446943
-34.434591,5,5.448944
-35.639816,5,5.449945
-35.591345,5,5.451948
-39.0,1,5.452949
-29.569566,10,5.455951
-38.168372,2,5.455951
-38.228118,2,5.456952
-34.924237,5,5.458954
-31.361373,10,5.462957
-27.116813,17,5.468963
-37.661373,2,5.469963
-32.870441,8,5.472966
-35.720606,4,5.474968
-31.314719,9,5.477971
-37.0,3,5.478972
-34.434873,5,5.480974
-38.288497,2,5.481975
-39.0,1,5.481975
-37.693562,2,5.482976
-37.918483,2,5.483976
-37.0,3,5.484978
-32.216652,7,5.48698
-23.122069,16,5.491984
-36.355691,4,5.492985
-34.599482,5,5.494987
-29.501909,10,5.497989
-30.374933,9,5.500992
-35.613864,4,5.501993
-27.846072,10,5.504996
-29.993629,10,5.507998
-31.075763,9,5.511001
-35.613512,4,5.512002
-32.2,7,5.514004
-26.892559,13,5.518008
-30.714987,9,5.521011
-32.943572,7,5.523012
-26.368589,14,5.528017
-32.4,8,5.530019
-37.846197,2,5.531019
-37.713869,2,5.531019
-35.261514,5,5.533021
-30.392973,9,5.536024
-31.981185,7,5.538026
-24.288182,16,5.54303
-19.331831,18,5.548035
-39.0,1,5.549036
-21.304812,19,5.555041
-30.309205,10,5.558044
-38.231118,2,5.558044
-28.303619,12,5.562047
-6.123285,36,5.573058
-30.213464,11,5.57606
-37.853809,2,5.577061
-37.911434,2,5.578062
-27.827903,11,5.581065
-23.1943,18,5.58707
-35.55957,5,5.588071
-38.172262,2,5.589072
-35.095544,5,5.619099
-25.767523,16,5.624104
-33.835467,6,5.626106
-37.0,3,5.627107
-39.0,1,5.628108
-29.293805,13,5.632111
-34.830235,6,5.634113
-22.317535,18,5.639118
-34.897552,5,5.641119
-6.634719,31,5.650127
-37.0,3,5.651128
-37.0,3,5.652129
-39.0,1,5.65313
-34.438009,6,5.654131
-30.410508,10,5.658135
-36.314932,4,5.659136
-34.884758,6,5.661138
-34.43451,5,5.662138
-35.867991,4,5.66414
-37.0,3,5.665141
-33.747783,6,5.667143
-23.439298,18,5.672148
-32.297812,7,5.67415
-37.0,3,5.67515
-38.279834,2,5.676151
-37.0,3,5.677152
-38.118246,2,5.678153
-33.395371,8,5.680155
-38.123984,2,5.681156
-33.880132,6,5.683158
-36.160303,4,5.684158
-34.059997,6,5.68616
-27.709123,15,5.691165
-38.123984,2,5.691165
-32.200908,7,5.694167
-34.287718,6,5.695168
-35.541622,5,5.69717
-35.846197,4,5.698171
-37.600831,2,5.699172
-26.160136,12,5.703176
-39.0,1,5.703176
-37.0,3,5.704177
-35.183055,5,5.706178
-20.677877,17,5.711183
-29.035116,13,5.715187
-35.313615,5,5.717188
-37.0,3,5.718189
-15.417093,25,5.725196
-35.604654,4,5.726197
-35.197441,5,5.728198
-34.588897,5,5.7302
-38.199353,2,5.7302
-33.0,7,5.733203
-37.600362,2,5.733203
-39.0,1,5.734204
-33.405722,6,5.736206
-35.72802,4,5.737207
-39.0,1,5.737207
-38.094427,2,5.738208
-32.095544,10,5.74121
-39.0,1,5.74121
-33.0,7,5.744213
-39.0,1,5.744213
-31.896521,7,5.746215
-37.0,3,5.747216
-37.0,3,5.748216
-39.0,1,5.749217
-38.090846,2,5.749217
-27.413204,14,5.754222
-39.0,1,5.754222
-39.0,1,5.754222
-35.600362,4,5.756224
-30.915901,8,5.758226
-39.0,1,5.759227
-37.693562,2,5.759227
-34.826986,5,5.761228
-31.451769,8,5.76323
-33.196097,6,5.765232
-36.007997,4,5.767234
-20.172097,21,5.773239
-33.106401,6,5.775241
-36.347271,4,5.776242
-38.278803,2,5.777243
-37.752898,2,5.778244
-26.007965,13,5.782248
-28.350507,11,5.78525
-37.0,3,5.786251
-37.865495,2,5.787252
-36.211904,4,5.788253
-37.711011,2,5.789254
-35.843579,4,5.790255
-38.262742,2,5.791256
-34.169209,6,5.793258
-39.0,1,5.793258
-34.538476,5,5.795259
-38.342275,2,5.795259
-38.279021,2,5.79626
-39.0,1,5.79626
-35.105735,5,5.798262
-37.0,3,5.799263
-32.868183,8,5.801265
-37.682975,2,5.802266
-35.926419,4,5.803267
-26.896399,14,5.808271
-32.163097,9,5.811274
-33.504824,7,5.813276
-32.20398,7,5.815277
-20.153001,20,5.822284
-32.756359,8,5.824286
-24.281441,13,5.828289
-37.0,3,5.82929
-37.0,3,5.830291
-39.0,1,5.830291
-38.352446,2,5.831292
-28.055776,14,5.835296
-29.349152,11,5.839299
-37.784686,2,5.8403
-39.0,1,5.8403
-31.435292,8,5.843303
-36.368211,4,5.844304
-37.792917,2,5.845305
-37.0,3,5.846306
-37.0,3,5.847307
-30.3215,11,5.850309
-34.462528,5,5.852311
-37.0,3,5.853312
-32.312317,8,5.855314
-37.62862,2,5.856315
-32.250718,7,5.858317
-35.023529,5,5.860319
-35.769645,4,5.861319
-37.0,3,5.86232
-35.722393,4,5.863321
-34.767578,6,5.865323
-17.077501,21,5.871328
-36.395346,4,5.87333
-26.569695,12,5.877334
-13.670009,25,5.88434
-35.676809,4,5.885341
-37.732459,2,5.886342
-16.325586,25,5.894349
-23.615669,16,5.899354
-37.600395,2,5.899354
-37.0,3,5.900355
-33.747942,6,5.902357
-38.370052,2,5.903358
-33.829293,7,5.905359
-35.78118,4,5.907361
-39.0,1,5.907361
-34.225303,5,5.909363
-33.580562,7,5.911365
-34.44028,5,5.912366
-32.681032,8,5.915368
-38.399416,2,5.916369
-32.797242,8,5.918371
-30.882872,10,5.921374
-37.707145,2,5.922375
-38.314163,2,5.923375
-33.94066,7,5.925377
-37.0,3,5.926378
-37.897682,2,5.926378
-39.0,1,5.927379
-33.857224,7,5.929381
-29.518065,9,5.932384
-35.670758,4,5.933384
-34.910695,5,5.935386
-32.394695,7,5.93939
-24.904456,15,5.944394
-23.424078,16,5.949399
-35.724595,4,5.9504
-31.085775,9,5.953403
-37.0,3,5.954404
-39.0,1,5.955405
-37.857192,2,5.955405
-15.868031,22,5.962411
-37.0,3,5.963412
-37.0,3,5.964413
-39.0,1,5.964413
-26.781302,14,5.969417
-8.069917,31,6.627013
-28.061052,11,6.631017
-19.107145,25,6.639024
-39.0,1,6.640025
26.101289,24,6.648033
-17.387817,26,6.65604
-26.767529,14,6.660044
-35.047959,5,6.662045
-3.220111,35,6.673056
-5.537783,30,6.683065
-20.110847,20,6.68907
-27.085221,14,6.693074
-38.337153,2,6.694075
-30.806075,8,6.697078
-32.008692,8,6.701081
-9.272517,32,6.715093
-30.476435,9,6.719097
-24.02355,14,6.724102
-27.691315,15,6.730107
-25.420636,14,6.735111
-14.889858,26,6.745121
-23.37812,18,6.752128
-25.666247,13,6.757132
-39.0,1,6.758133
-14.786379,28,6.767141
-34.43451,5,6.768142
-17.386054,20,6.775148
-31.298229,9,6.778151
-32.738486,7,6.781154
-25.309005,17,6.787159
-16.383688,24,6.797168
-33.603524,6,6.79917
16.271243,61,6.820189
-38.049572,2,6.82119
-31.569566,8,6.824193
-10.950317,28,6.8322
-38.314932,2,6.833201
-34.779704,5,6.835203
-24.143736,14,6.839207
-21.0,19,6.845212
-35.747783,4,6.846213
11.685978,51,6.862227
9.091067,46,6.875239
-36.312288,4,6.877241
0.641042,39,6.889252
-20.790843,18,6.894256
-7.036152,31,6.904266
-15.015701,25,6.911272
-37.662847,2,6.912273
-31.870044,7,6.914275
-20.434315,19,6.92028
-26.29337,18,6.954311
-16.024364,27,6.962318
-18.396873,19,6.968324
-3.289259,38,6.980335
-20.143648,19,6.98634
1.124808,42,6.999352
-36.341616,4,7.000353
-36.318936,4,7.001354
-24.559133,14,7.005358
2.977709,41,7.018369
-8.814612,31,7.027378
-11.898559,61,7.046395
-24.362264,16,7.051399
-29.874437,12,7.054402
-14.381799,30,7.064411
-15.430305,26,7.072418
-24.259032,15,7.076422
-27.0,13,7.080426
12.879216,13,7.084429
-12.538678,29,7.093437
-29.477848,11,7.09644
-34.790482,6,7.098442
-22.266129,18,7.104447
-30.119362,10,7.10745
-31.505071,9,7.110453
-39.0,1,7.110453
-24.04461,16,7.115457
-37.0,3,7.116458
-26.604274,11,7.120462
-27.816652,13,7.124465
-17.015304,22,7.130471
-34.292232,5,7.132473
-29.73607,9,7.135476
-37.0,3,7.136476
-15.69068,23,7.143483
-36.263328,4,7.144484
-21.500441,16,7.149488
-28.116738,10,7.152491
-31.551552,9,7.155494
4.449235,45,7.169507
11.595848,45,7.182518
-32.062831,8,7.185521
-36.279834,4,7.186522
-33.213831,7,7.188524
-18.523466,23,7.19553
-37.0,3,7.196531
-32.875192,8,7.199534
-15.059286,28,7.207541
-37.0,3,7.208542
-37.601806,2,7.209543
-31.59065,9,7.212545
-37.652729,2,7.213546
-29.47552,10,7.216549
-37.0,3,7.21755
-37.681064,2,7.21755
-26.442034,13,7.221554
-22.649179,17,7.227559
-14.857792,24,7.234565
-39.0,1,7.234565
-24.369579,16,7.23957
-35.563132,5,7.241572
-10.767493,31,7.25058
-37.65163,2,7.251581
-37.0,3,7.252582
-39.0,1,7.252582
-34.698061,6,7.254584
-14.576289,24,7.290617
-35.390482,5,7.291617
-37.0,3,7.292618
-34.348952,6,7.29462
-11.587512,26,7.302627
-26.015842,15,7.307632
-22.630724,19,7.313637
-36.396476,4,7.314638
-39.0,1,7.315639
-31.201961,9,7.317641
4.46645,48,7.931197
-18.154066,24,7.940205
-31.011068,8,7.943208
-33.86653,6,7.946211
7.129934,49,7.964227
-34.624036,5,7.966229
-36.335559,4,7.96723
-23.082861,18,7.973235
26.337398,77,8.002261
-30.201001,9,8.006265
-13.974681,29,8.017276
-36.300226,4,8.018276
-21.839012,20,8.025282
-26.095629,13,8.030287
2.412488,40,8.042298
42.981706,80,8.06632
-0.518823,34,8.078331
-8.912645,30,8.08934
-26.893802,14,8.093344
-21.219564,19,8.099349
-38.363769,2,8.100351
2.037967,46,8.114363
-24.491707,19,8.120369
-37.662217,2,8.120369
-37.0,3,8.122371
11.065592,50,8.137385
56.6,91,8.164409
20.082975,62,8.183427
-1.48896,39,8.195437
-1.707769,36,8.206447
-23.156708,16,8.211452
-35.619523,4,8.212453
7.428856,55,8.258495
-38.4,2,8.258495
-12.953022,27,8.267503
-15.587512,26,8.27551
-21.179832,17,8.280515
-18.063687,23,8.287521
-35.610269,5,8.289523
-2.74053,35,8.299532
-35.926419,4,8.300533
-16.763496,23,8.30854
-30.424998,12,8.312544
-35.520729,5,8.313545
-36.286664,4,8.314545
14.380341,57,8.332562
19.479341,58,8.349578
-20.633599,21,8.356584
-21.675445,18,8.361588
-32.070178,7,8.36359
27.86696,66,8.384609
-23.207405,16,8.389614
-27.76129,11,8.392617
-23.743738,15,8.397621
-28.473526,11,8.400624
9.427813,51,8.416638
-30.082946,10,8.419641
-15.30824,23,8.426647
-3.012274,40,8.438658
-24.31812,17,8.443663
-30.89594,9,8.446666
-24.38594,15,8.45167
-12.466018,28,8.459677
-36.207521,4,8.461679
0.087053,39,8.47369
-33.145181,8,8.475692
-29.472765,10,8.478694
-34.833579,6,8.480696
-5.349796,40,8.492707
-29.869233,10,8.49571
-29.439872,13,8.500715
-25.344502,15,8.504718
-0.471843,37,8.515728
-25.472421,18,8.521734
21.26103,76,8.544755
-33.679981,6,8.546757
-34.918113,5,8.548758
-9.726499,36,8.587794
-32.321921,8,8.590796
-37.0,3,8.591797
-34.501415,5,8.592798
-37.0,3,8.593799
-28.891058,12,8.597803
-25.201934,17,8.602807
-38.308643,2,8.603808
-32.306438,8,8.606811
17.106296,56,8.623826
-21.294778,20,8.629832
-26.236913,14,8.633835
-32.805344,7,8.635837
-34.520682,5,8.637839
8.13863,53,9.324462
38.324121,74,9.352487
-34.119772,7,9.35549
-29.648472,12,9.360494
-37.0,3,9.361495
-22.509539,17,9.367501
-0.873463,40,9.382514
-25.86452,17,9.389521
-21.445216,20,9.395526
-26.95104,13,9.400531
-24.301772,16,9.406536
-0.607223,45,9.422551
-5.544982,39,9.437564
27.930778,64,9.461586
17.622295,59,9.483606
-25.737783,13,9.489611
43.043476,109,9.534653
-25.518347,16,9.539657
48.674198,113,9.573688
-17.208394,22,9.580695
-39.0,1,9.581696
7.218552,49,9.596709
40.36585,95,9.657765
-12.775396,25,9.665772
-28.571206,15,9.669775
-39.0,1,9.670776
-37.0,3,9.671777
-4.629767,37,9.682787
-9.680168,34,9.692796
-37.0,3,9.693797
-35.766595,4,9.695799
-19.27152,19,9.700804
-0.112182,47,9.715817
-16.596048,24,9.722824
-27.823267,12,9.726827
-29.086562,10,9.72983
-34.278974,7,9.731832
-12.743819,27,9.74084
-28.815067,11,9.743843
-26.019563,13,9.747846
51.602715,97,9.776873
-20.660973,37,9.788883
8.817147,55,9.805899
34.03004,78,9.829921
-9.945273,33,9.83993
7.86429,47,9.853943
-27.628044,11,9.857946
-37.0,3,9.858947
-37.0,3,9.859948
24.645072,83,9.884971
12.872136,50,9.899984
-17.189428,24,9.906991
61.289641,59,9.925007
-5.269901,36,9.936017
9.9372,46,9.981058
-14.872699,26,9.990066
13.897894,49,10.004079
-35.040202,5,10.006081
-39.0,1,10.006081
19.510141,64,10.026099
-2.267105,41,10.03811
-13.979803,26,10.74375
24.722812,66,10.763768
-33.747942,6,10.765769
44.014631,90,10.793795
-24.893599,16,10.7988
-36.335559,4,10.799801
-1.600398,10,10.802804
-18.130978,20,10.81081
5.002013,46,10.827826
-33.10609,6,10.829828
-19.0,21,10.835834
10.811531,48,10.850847
-11.064163,34,10.861857
-19.164608,24,10.868863
13.567393,58,10.886879
1.743736,38,10.89889
-22.858712,17,10.903895
-3.458991,37,10.915906
